sample_id,question,rationale,model_prompt,outputs
8d7e3adb8efac534c6a64a0862d9ebef9c8596a4e336a7bb8afea4d950fc405d,"Which psychiatric disorder is characterized by recurrent, intrusive thoughts or images (obsessions) and repetitive behaviors or mental acts (compulsions) performed in response to the obsessions? ",Obsessive-compulsive disorder (OCD). The obsessions and compulsions in OCD can cause significant distress and interfere with daily functioning.,"###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Which psychiatric disorder is characterized by recurrent, intrusive thoughts or images (obsessions) and repetitive behaviors or mental acts (compulsions) performed in response to the obsessions? 
###Answer:", Obsessive-compulsive disorder (OCD)
9ce91625779baa2add4a0b160395f2ccbe102947693e261d254206f0b18ea518,What are the diagnostic criteria and treatment options for a patient with bronchiectasis?,"Bronchiectasis is characterized by irreversible dilation and thickening of bronchi, leading to chronic cough, sputum production, and recurrent respiratory infections. Diagnosis involves clinical evaluation, chest imaging (e.g., high-resolution CT scan), and assessment of airway clearance techniques. Treatment includes airway clearance techniques, antibiotics for exacerbations, bronchodilators, and in select cases, surgical resection of severely affected lung segments.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What are the diagnostic criteria and treatment options for a patient with bronchiectasis?
###Answer:"," The diagnostic criteria for bronchiectasis include the following: 1. Presence of abnormal bronchi on imaging studies, such as chest X-ray or computed tomography (CT) scan. 2. Clinical symptoms, such as chronic cough, sputum production, and recurrent respiratory infections. 3. Medical history, such as a history of asthma, cystic fibrosis, or allergic bronchopulmonary aspergillosis. 4. Family history of bronchiectasis. 5. Laboratory tests, such as blood tests to rule out other causes of bronchiectasis, such as autoimmune diseases or infections. 6. Sputum examination, such as sputum culture or sputum cytology. 7. Bronchoscopy, which is a procedure in which a thin, flexible tube is passed through the mouth into the lungs to examine the lining of the airways. 8. High-resolution CT scan, which is a type of chest X-ray that provides more detailed images of the lungs than a standard chest X-ray. 9. Lung biopsy, which is a procedure in which a small sample of tissue is removed from the lungs for examination under a microscope."
bec3fed1330b65b5d37be05720fa343eac1104f8fae39c801f536149c1a9a69e,"What is the recommended first-line treatment for uncomplicated trachoma in Africa?
","Azithromycin is the recommended first-line treatment for uncomplicated trachoma in Africa due to its effectiveness in killing Chlamydia trachomatis bacteria and reducing the risk of disease transmission. Mass drug administration (MDA) programs targeting affected communities have been implemented to control and eliminate trachoma as a public health problem.
","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What is the recommended first-line treatment for uncomplicated trachoma in Africa?

###Answer:"," The recommended first-line treatment for uncomplicated trachoma in Africa is antibiotics. The recommended antibiotics are azithromycin, doxycycline, and tetracycline. The choice of antibiotic depends on the age of the patient, the availability of the drug, and the cost of the drug. Azithromycin is recommended for children aged 1–5 years and adults. Doxycycline is recommended for children aged 6–15 years. Tetracycline is recommended for children aged 6–15 years and adults. The recommended dosage is one dose of 20 mg/kg of azithromycin, one dose of 10 mg/kg of doxycycline, or one dose of 5 mg/kg of tetracycline. The antibiotics should be administered under direct supervision."
cef8782357f0320d7a27abb216b26baba17625cda28352ab301d20b46f0837f9,What are some culturally specific risk factors for cardiovascular disease in African populations?,"Factors such as a diet high in salted or smoked foods, low physical activity levels due to urbanization, and genetic predispositions contribute to the increased risk of cardiovascular disease in African populations.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What are some culturally specific risk factors for cardiovascular disease in African populations?
###Answer:", African populations have a higher risk of developing cardiovascular disease (CVD) compared to other ethnic groups. This is due to the interaction of genetic and environmental factors. Some of the environmental factors that contribute to the development of CVD in African populations include:
c5ecb3f9ebd279860caea327ec89df85a24a341999116b02ff0fddd7666f8d14,"What is the recommended first-line treatment for uncomplicated cutaneous leishmaniasis in pregnant women in Africa?
","Topical paromomycin is the recommended first-line treatment for uncomplicated cutaneous leishmaniasis in pregnant women in Africa due to its localized action and safety during pregnancy. Treatment should be guided by the extent of skin involvement and the species of Leishmania parasites.
","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What is the recommended first-line treatment for uncomplicated cutaneous leishmaniasis in pregnant women in Africa?

###Answer:", The recommended first-line treatment for uncomplicated cutaneous leishmaniasis in pregnant women in Africa is liposomal amphotericin B. The use of pentavalent antimonials is contraindicated in pregnancy due to the risk of fetal abnormalities and maternal toxicity. Paromomycin is not recommended in pregnancy due to the risk of ototoxicity in the fetus. The use of oral miltefosine is also contraindicated in pregnancy due to the risk of teratogenicity.
89b60dc2276adf83e32ec0f01dc0a6d633fc5ddee3d796a2240ce5b8e005ac20,"Discuss the role of traditional birth attendants in maternal healthcare in African communities and potential strategies for improving maternal and neonatal outcomes.
","Traditional birth attendants (TBAs) play a crucial role in maternal healthcare in African communities but face challenges due to lack of formal training and resources. To improve maternal and neonatal outcomes, strategies include training TBAs in essential childbirth skills, promoting collaboration with skilled birth attendants, engaging communities, integrating TBAs into healthcare systems, and providing access to essential supplies. By respecting cultural practices while enhancing safety measures, African communities can benefit from the expertise of TBAs while ensuring safer childbirth practices and better outcomes for mothers and newborns.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Discuss the role of traditional birth attendants in maternal healthcare in African communities and potential strategies for improving maternal and neonatal outcomes.

###Answer:"," Traditional birth attendants (TBAs) are community members who have assisted women in childbirth in the past and have received some form of training or recognition for their services. They play a significant role in maternal healthcare in African communities, particularly in rural areas where access to skilled healthcare providers is limited. TBAs often have a deep understanding of the cultural and social norms of the communities they serve, which can help them build trust and rapport with women and their families. They may also be more accessible and affordable than skilled healthcare providers, making them a preferred choice for many women. However, it is important to note that TBAs do not have the same level of training as skilled healthcare providers, and they are not able to provide the same level of care. Therefore, it is crucial to ensure that TBAs receive appropriate training and support to provide safe and effective care to women and their babies. Potential strategies for improving maternal and neonatal outcomes in African communities include:"
4c57d3ff2d86b9144b8ae66bb75d2a56ba19f44303e8e9492460bf9604ef3e05,"What are the common symptoms of a migraine aura, and how do they differ from the symptoms of a stroke?","Migraine aura typically presents with visual disturbances such as flashing lights, blind spots, or zigzag lines, along with sensory changes like tingling or numbness. These symptoms are usually temporary and resolve within an hour. In contrast, stroke symptoms often include sudden numbness or weakness, especially on one side of the body, confusion, trouble speaking or understanding speech, and difficulty walking. Stroke symptoms are usually persistent and require immediate medical attention.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What are the common symptoms of a migraine aura, and how do they differ from the symptoms of a stroke?
###Answer:"," The common symptoms of a migraine aura include visual disturbances, such as flashes of light or wavy lines, tingling or numbness on one side of the face, and difficulty speaking or understanding. These symptoms typically last for less than an hour and are usually followed by a severe headache. The symptoms of a stroke, on the other hand, can include sudden weakness or numbness on one side of the body, difficulty speaking or understanding, confusion, and vision problems. These symptoms typically last for more than an hour and may be accompanied by a sudden, severe headache."
44882320738786aa5db9f3c517ee22596565bd9fca28590ea8f0f508603c7454,What percentage of familial breast cancer is thought to be linked to the BRCA-2 gene?,Around 10-15%.It’s estimated that 10-15% of breast cancers that run in families might be linked to mutations in the BRCA-2 gene.,"###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What percentage of familial breast cancer is thought to be linked to the BRCA-2 gene?
###Answer:", 10%
8db2b6f5cd1084bd8254d8ee3c01dae90833093d26fe671c8af577973c05a126,"How does the brain's cerebellum contribute to motor coordination and balance, and what are the implications for movement disorders like ataxia?","The cerebellum plays a crucial role in motor coordination and balance, with dysfunction contributing to movement disorders like ataxia.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: How does the brain's cerebellum contribute to motor coordination and balance, and what are the implications for movement disorders like ataxia?
###Answer:"," The cerebellum is a critical structure for motor coordination and balance. It receives sensory information from the spinal cord and cerebral cortex, which is then integrated with motor commands from the cerebral cortex. The cerebellum then sends motor commands back to the spinal cord and brainstem, allowing for fine-tuning of movements and adjustments to balance. Ataxia is a movement disorder characterized by a lack of coordination and balance, and can be caused by damage to the cerebellum. The most common type of ataxia is cerebellar ataxia, which is caused by damage to the cerebellum. Symptoms of cerebellar ataxia include clumsiness in the arms and legs, slurred speech, and difficulty maintaining balance. Other types of ataxia include vestibular ataxia, which is caused by damage to the vestibular system, and spastic ataxia, which is caused by damage to the spinal cord. Treatment for ataxia typically involves physical therapy and other rehabilitation techniques to help patients compensate for their symptoms and improve their quality of life."
7dde3777114ddb46dc12bb902d81465967d11f76a10115a2678de3f24ec4952c,"South Africa is currently experiencing an outbreak of Listeriosis

i) Write short notes on the clinical presentation of patients with possible Listeriosis","Always consider treating for L. monocytogenes in the following patient populations:

Neonates (Usually younger than 29 days old)
Elderly
Immunocompromised
Pregnant women
Listeria meningitis presents with fever, neck stiffness, headache, altered mental status, neurological deficits, and other classic signs of meningitis. The patient may demonstrate a positive Brudzinski's or Kernig's sign on physical exam. The patient may have an altered mental status and may not be alert and oriented to their name, location, and date. Inquire about the use of stomach acid suppressors as they increase the risk of L. monocytogenes infection.

Pregnant women or otherwise healthy adults may present with general ""flu-like"" illness including fever, diarrhea, headache, chills, nausea, vomiting, myalgias. Although, some patients may be completely asymptomatic.

For additional history, ask about any food the patient has recently ingested, particularly milk, soft cheeses, and cold deli meats or hot dogs.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: South Africa is currently experiencing an outbreak of Listeriosis

i) Write short notes on the clinical presentation of patients with possible Listeriosis
###Answer:"," Listeriosis is a foodborne illness caused by the bacterium Listeria monocytogenes. The clinical presentation of listeriosis can vary depending on the route of infection and the immune status of the patient. In general, listeriosis can cause gastrointestinal symptoms such as diarrhea, fever, and vomiting, or it can cause more serious systemic infections such as sepsis, meningitis, or pneumonia. In pregnant women, listeriosis can cause miscarriage, stillbirth, or premature delivery. In newborns, listeriosis can cause sepsis, pneumonia, or meningitis. In adults, listeriosis can cause sepsis, meningitis, or brain abscess. Listeriosis can also cause a rare but serious complication called rhombencephalitis, which is an inflammation of the brainstem. The symptoms of rhombencephalitis can include headache, neck stiffness, confusion, and difficulty walking. If left untreated, rhombencephalitis can be fatal."
733788cc0d8876203550a4fcf8e2284a265eb223e41c725973384a755d439832,Which is the most commonly undiagnosed type of diabeties in the Nigerian population ,Type 2 diabetes is the most commonly undiagnosed because of presentation of symptoms late in life as compared to type 1 that symptoms are present at a very young age,"###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Which is the most commonly undiagnosed type of diabeties in the Nigerian population 
###Answer:", Type 2 diabetes mellitus is the most commonly undiagnosed type of diabetes in the Nigerian population.
4d7c0bac325f07a98579c35911d7cf208c7ba40e825450218030618ee93617c2,What histopathological findings are characteristic of African cases of endemic cryptococcal meningitis affecting the central nervous system?,"African cases of endemic cryptococcal meningitis affecting the central nervous system typically display chronic inflammation with the presence of encapsulated yeast forms of Cryptococcus neoformans within the subarachnoid space and Virchow-Robin spaces. Histopathological examination may reveal granulomatous inflammation, gelatinous pseudocysts, and varying degrees of meningeal fibrosis.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What histopathological findings are characteristic of African cases of endemic cryptococcal meningitis affecting the central nervous system?
###Answer:",
4349a0022b06c714ea9803f445d21c891d1531bb2c64e5c1762fff82766780aa,"Discuss the role of chronic inflammation in the development of cancer. Describe the cellular and molecular mechanisms linking inflammation to carcinogenesis, including the roles of cytokines, growth factors, and immune cells.","Answer: Chronic inflammation plays a critical role in promoting tumor initiation, progression, and metastasis. Persistent inflammatory stimuli lead to DNA damage, activation of oncogenes, and suppression of tumor suppressor genes, contributing to cellular transformation. Inflammatory mediators such as cytokines (e.g., TNF-α, IL-6), growth factors (e.g., EGF, VEGF), and immune cells (e.g., macrophages, neutrophils) create a tumor-promoting microenvironment that supports angiogenesis, immune evasion, and tissue remodeling.Rationale: Understanding the link between chronic inflammation and cancer provides insights into potential targets for cancer prevention and therapy. Anti-inflammatory strategies and immunomodulatory agents may offer therapeutic opportunities for mitigating cancer risk and improving patient outcomes.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Discuss the role of chronic inflammation in the development of cancer. Describe the cellular and molecular mechanisms linking inflammation to carcinogenesis, including the roles of cytokines, growth factors, and immune cells.
###Answer:"," Chronic inflammation is a well-established risk factor for cancer development. The link between inflammation and cancer was first proposed by Rudolf Virchow in 1863, who observed that inflammatory cells were present in tumors. Since then, numerous studies have shown that chronic inflammation is associated with the development of various types of cancer, including colorectal, gastric, liver, pancreatic, and prostate cancers."
2d4a076585a98be824bf894375a7fedbfde587c2b12c92936fd04da04e1f659f,What are the barriers to accessing mental health services in rural communities in Africa?,"Barriers to accessing mental health services in rural communities in Africa include stigma, limited availability of trained mental health professionals, and lack of awareness about mental health issues.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What are the barriers to accessing mental health services in rural communities in Africa?
###Answer:"," The barriers to accessing mental health services in rural communities in Africa include stigma, lack of awareness, lack of trained mental health professionals, cultural beliefs, and financial constraints."
5361b13f4662789c4fcc0b8b8a3a8ea193ea39b8455f91c6e0a0566e3e46fa99,“Are there any specific vaccinations or immunizations that family members should receive based on age health conditions?”,"“Are there any specific precautions or treatments I should take to prevent reinfection or to ensure that my family members are not at risk of getting intestinal parasites from me?"" This question is crucial because preventing the spread of intestinal parasites within families is important for overall health and well-being. The doctor can provide guidance on ways to minimize the risk of reinfection, such as proper hygiene practices, environmental sanitation measures, and potential treatments or preventive measures for family members who may be at risk. This information can help protect both your friend and their loved ones from further infections.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: “Are there any specific vaccinations or immunizations that family members should receive based on age health conditions?”
###Answer:"," Yes, there are specific vaccinations or immunizations that family members should receive based on age and health conditions."
c5fad7b1fa16b17dee2792e1f8cf49c40304779bc3ed9fdc733740398c730583,"70-year-old patient was brought to the emergency 
room with a blood pressure of 76/60 mm Hg, 
tachycardia, and low cardiac output. He was diagnosed 
with acute heart failure. What of t drugs 
would be the most appropriate to improve his cardiac 
function?","the ideal drug to 
increase contractility of the heart in acute heart failure is 
dobutamine, since it is a selective β1
-adrenergic agonist. 
Fenoldopam is a dopamine agonist used to treat severe 
hypertension. Other drugs are nonselective adrenergic 
agonists that could cause unwanted side effects.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: 70-year-old patient was brought to the emergency 
room with a blood pressure of 76/60 mm Hg, 
tachycardia, and low cardiac output. He was diagnosed 
with acute heart failure. What of t drugs 
would be the most appropriate to improve his cardiac 
function?
###Answer:", The most appropriate drug to improve cardiac function in this patient would be dobutamine.
4cd76c542527d55e69996e2b6144d444669ba7e7a285c61e21bb67f7c9301f80,A 30-year-old HIV positive male patient who is not yet on treatment presents to the emergency department with a swollen jaw and neck two days post tooth extraction. List four differential diagnoses for this acute presentation,"Here are some possible differential diagnoses for a swollen jaw and neck after a tooth extraction in an HIV-positive patient who is not yet on treatment: Dental infection, Osteonecrosis of the jaw, and Non-Hodgkin's Lymphoma of the mandible","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: A 30-year-old HIV positive male patient who is not yet on treatment presents to the emergency department with a swollen jaw and neck two days post tooth extraction. List four differential diagnoses for this acute presentation
###Answer:", 1. Acute osteomyelitis 2. Cellulitis 3. Dental abscess 4. Necrotizing fasciitis
432718cca51a8fd2eba9b2325562df717795894640120240648416f381b73b73,"How does the nutritional status of pregnant women in urban slums differ from that of women in rural agricultural communities in West Africa, and what are the implications for maternal and child health?","Pregnant women in urban slums often experience higher rates of malnutrition due to food insecurity, limited access to nutritious foods, and poor sanitation, leading to adverse maternal and child health outcomes compared to women in rural agricultural communities with more diverse diets and access to fresh produce.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: How does the nutritional status of pregnant women in urban slums differ from that of women in rural agricultural communities in West Africa, and what are the implications for maternal and child health?
###Answer:"," The nutritional status of pregnant women in urban slums differs from that of women in rural agricultural communities in West Africa. Pregnant women in urban slums are more likely to be underweight and have anemia, while pregnant women in rural agricultural communities are more likely to be overweight and have hyperglycemia. The implications for maternal and child health are significant. Underweight pregnant women are at increased risk of preterm birth, low birth weight, and maternal mortality. Anemic pregnant women are at increased risk of preterm birth, low birth weight, and maternal mortality. Overweight pregnant women are at increased risk of gestational diabetes, hypertensive disorders of pregnancy, and maternal mortality. Hyperglycemic pregnant women are at increased risk of gestational diabetes, macrosomia, and maternal mortality."
dc19c7b8940fda8131d3b45e5b2981907bb987524b3163d4523847712720c0c4,"Which of the following statements is correct?A. Frothy urine suggest glycosuriaB. Hypertension is caused by left ventricular hypertrophyC. Obstructive jaundice is associated with pruritus D. In taking history of an unconscious patient, the last meal in 24hrs dietary intake is irrelevantE. Ideally, when examining a female patient, a male chaperone is needed",C. Obstructive jaundice is associated with pruritus T,"###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Which of the following statements is correct?A. Frothy urine suggest glycosuriaB. Hypertension is caused by left ventricular hypertrophyC. Obstructive jaundice is associated with pruritus D. In taking history of an unconscious patient, the last meal in 24hrs dietary intake is irrelevantE. Ideally, when examining a female patient, a male chaperone is needed
###Answer:", A. Frothy urine suggest glycosuria
d970b065eb00d5db53d9083e40d3d53f34b375352fba5abaa81e97367952b712,"Discuss the impact of HIV/AIDS stigma on prevention, treatment, and care efforts in African communities.","HIV/AIDS stigma in African communities impedes prevention efforts by discouraging testing and safer behaviors, while treatment and care are compromised due to delayed diagnosis, poor adherence, and avoidance of healthcare services. PLWHA face discrimination, isolation, and psychological distress, hindering their engagement in care and treatment adherence. Combating stigma requires education, community mobilization, legal protections, peer support, and media advocacy to promote understanding, empathy, and supportive environments for PLWHA, ultimately enhancing prevention, treatment, and care efforts.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Discuss the impact of HIV/AIDS stigma on prevention, treatment, and care efforts in African communities.
###Answer:"," HIV/AIDS stigma has a significant impact on prevention, treatment, and care efforts in African communities. Stigma can lead to a lack of knowledge about HIV/AIDS, which can hinder prevention efforts. It can also lead to a lack of trust in healthcare providers, which can make it difficult to access treatment and care services. Additionally, stigma can lead to social isolation and discrimination, which can make it difficult for people living with HIV/AIDS to access necessary resources and services. This can result in poor health outcomes and increased transmission of the virus."
8e8b13aaa57d3ebc052f25cc18ed4191a008cf6ccd1398c539f0c8c046db433a,"Nutritional deficiencies commonly observed in children under five years old in Africa include vitamin A deficiency, iron deficiency anemia, and protein-energy malnutrition, which can impair growth and development.",How does the availability of obstetric services differ between public and private healthcare facilities in urban areas of Africa?,"###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: Nutritional deficiencies commonly observed in children under five years old in Africa include vitamin A deficiency, iron deficiency anemia, and protein-energy malnutrition, which can impair growth and development.
###Answer:"," Yes, this is correct."
5a931aeb412772fbca2f982781d81d9b4ea3da7004b033685c82b733e9c0ea35,"What are the common causes of vertigo in African populations, and how can it be managed?","Common causes include vestibular neuritis, Meniere's disease, and benign paroxysmal positional vertigo. Management includes vestibular rehabilitation and medication.","###Instruction: The following are short answer questions(SAQs).
You should directly answer the question by providing a short answer and then provide a rationale for your answer.

###Question: What are the common causes of vertigo in African populations, and how can it be managed?
###Answer:"," The common causes of vertigo in African populations are benign paroxysmal positional vertigo (BPPV), vestibular neuritis, and Ménière's disease. BPPV is caused by the detachment of otoconia from the otoliths in the inner ear and can be managed with the Epley maneuver. Vestibular neuritis is caused by inflammation of the vestibular nerve and can be managed with vestibular rehabilitation therapy. Ménière's disease is caused by an increase in the endolymphatic fluid in the inner ear and can be managed with a low-sodium diet and steroid therapy."
