sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
6a3a746c96158619e69023a2abc5dd093b4f605fe8868c2f8ca0f97db8db1d74,"Which of these characteristically describes a Buruli ulcer?




",no rationale,5,E,It is caused by Fusobacterium,It is secondarily infected,It is responsive to Penicillin,Ulcer is described as painful,The edges are described as undermined,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of these characteristically describes a Buruli ulcer?





###Options:
A.  It is caused by Fusobacterium
B.  It is secondarily infected
C.  It is responsive to Penicillin
D.  Ulcer is described as painful
E.  The edges are described as undermined

###Answer:",E,E,True
5a398c90f5cfbd677d0ad29beb369e380e8b4dc40d152fb4a267acc379b97c00,"The most urgent measure in the management of a   severely injured patient in the reception room is


 


",no rationale,5,D,Control of active bleeding,Taking blood sample for grouping and cross matching,Establishing an intravenous line,Securing clear and adequate pulmonary ventilation,Providing tetanus prophylaxis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The most urgent measure in the management of a   severely injured patient in the reception room is


 



###Options:
A.  Control of active bleeding
B.  Taking blood sample for grouping and cross matching
C.  Establishing an intravenous line
D.  Securing clear and adequate pulmonary ventilation
E.  Providing tetanus prophylaxis

###Answer:",D,D,True
b05bbbf809e5f911a16e36a6644e7cafc62b2253a899d272ef658ae83cbe6f09,"Following splenectomy for trauma





",no rationale,5,D,Infection with Plasmodium falciparum and Hemophilus influenzae are usually uncommon,Heinz bodies are characteristically seen on the blood film,Thrombocytopenia is typical,Pneumococcal vaccine should be given,Prophylactic penicillin should be taken for six weeks,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Following splenectomy for trauma






###Options:
A.  Infection with Plasmodium falciparum and Hemophilus influenzae are usually uncommon
B.  Heinz bodies are characteristically seen on the blood film
C.  Thrombocytopenia is typical
D.  Pneumococcal vaccine should be given
E.  Prophylactic penicillin should be taken for six weeks

###Answer:",D,D,True
ea594b86f844b9866a687f45a118e0de91362f6d5483d8853064bc647d7eefe4,"Which of the following statements is True about Tropical splenomegaly syndrome?




",no rationale,5,B,There is Plasmodium falciparum parasitemia,There is lymphocytic infiltration of hepatic sinusoids,There is very low or absent malarial antibody titers,There is reduced serum IgM,There is unfavorable response to prolonged anti-malarial drug therapy,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True about Tropical splenomegaly syndrome?





###Options:
A.  There is Plasmodium falciparum parasitemia
B.  There is lymphocytic infiltration of hepatic sinusoids
C.  There is very low or absent malarial antibody titers
D.  There is reduced serum IgM
E.  There is unfavorable response to prolonged anti-malarial drug therapy

###Answer:",B,B,True
bd46d0a3af43af9cfe181e869687a32bba5bc2620e43249ca40514bd007a0442,"Which of the following is NOT   associated with Enteric fever?




",no rationale,5,C,Severe cases should receive high dose dexamethasone,Ciprofloxacin is the treatment of choice in the UK. for adults,If perforation of the bowel occurs it should be managed conservatively because surgery carries too high a mortality,Jaundice is a recognized complication,Myocarditis is a recognized complication,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT   associated with Enteric fever?





###Options:
A.  Severe cases should receive high dose dexamethasone
B.  Ciprofloxacin is the treatment of choice in the UK. for adults
C.  If perforation of the bowel occurs it should be managed conservatively because surgery carries too high a mortality
D.  Jaundice is a recognized complication
E.  Myocarditis is a recognized complication

###Answer:",C,C,True
f87eb4368884021c2a528f365d5be5739ed7311eacad86f8fb435847f18eb60d,"Which of the following statements is True about Enteric fever?




",no rationale,5,D,The incubation period is usually 4-6 weeks,Gallstones increase the risk of chronic fecal carriage,Rose spots occur in typhoid but not paratyphoid fever,Bone marrow culture increases diagnostic yield in those previously given antibiotics,Leukocytosis supports the diagnosis of typhoid,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True about Enteric fever?





###Options:
A.  The incubation period is usually 4-6 weeks
B.  Gallstones increase the risk of chronic fecal carriage
C.  Rose spots occur in typhoid but not paratyphoid fever
D.  Bone marrow culture increases diagnostic yield in those previously given antibiotics
E.  Leukocytosis supports the diagnosis of typhoid

###Answer:",D,D,True
bb9cc16ba57e624197469bdade5ca4bccc3a8d0ea9b227ffe961c14c51624487,"Which of these is the best treatment option for recurrent inguinal hernia after open repair?






",no rationale,5,B,Inguinal mesh hernioplasty,Laparascopic hernia repair,Bassinni repair,Shouldice repair,McVay repair,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of these is the best treatment option for recurrent inguinal hernia after open repair?







###Options:
A.  Inguinal mesh hernioplasty
B.  Laparascopic hernia repair
C.  Bassinni repair
D.  Shouldice repair
E.  McVay repair

###Answer:",B.,B,True
44e463b8f3ef9ff7e3a2c977025291cacc7fb30310bd0ef921ff846eecfae6e3,"Among groin hernias, which of these is least likely to incarcerate? 
	
",no rationale,5,B,Direct inguinal hernia,Indirect inguinal hernia,Pantaloon hernia,Sliding hernia,Scrotal hernia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Among groin hernias, which of these is least likely to incarcerate? 
	

###Options:
A.  Direct inguinal hernia
B.  Indirect inguinal hernia
C.  Pantaloon hernia
D.  Sliding hernia
E.  Scrotal hernia

###Answer:",A,A,False
ddfd697a60d9c414dd95c69275c6ceb295644ac55c1c7f8e42a48941364413f0,"The most important aetiological factor in incisional hernias is 
",no rationale,5,B,Obesity,Wound infection,Malnutrition,Choice of sutures,Increased intra- abdominal pressure,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The most important aetiological factor in incisional hernias is 

###Options:
A.  Obesity
B.  Wound infection
C.  Malnutrition
D.  Choice of sutures
E.  Increased intra- abdominal pressure

###Answer:",B,B,True
c370bb5e82e6695d29d8fe524059403e142580e62d3d642534a6039a2d9d75ee,"Which of the following statements is correct concerning hernias?


",no rationale,5,E,A femoral hernia is the most common hernia in females,Direct inguinal hernias pass through internal ring,Littre’s hernia contains omentum,Inguinal hernias in children are treated by herniorrhaphy,Testicular atrophy may occur after inguinal hernia repair,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is correct concerning hernias?



###Options:
A.  A femoral hernia is the most common hernia in females
B.  Direct inguinal hernias pass through internal ring
C.  Littre’s hernia contains omentum
D.  Inguinal hernias in children are treated by herniorrhaphy
E.  Testicular atrophy may occur after inguinal hernia repair

###Answer:",E,E,True
3d5b35c4899c77f51c6616b99ef6b3e09f4a7f349f01e00e619eefcfe8624b88,"The most common anorectal fistula is





",no rationale,5,A,Intersphincteric,Transphincteric,Suprasphincteric,Extrasphincteric,Miscellaneous/Nonclassified,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The most common anorectal fistula is






###Options:
A.  Intersphincteric
B.  Transphincteric
C.  Suprasphincteric
D.  Extrasphincteric
E.  Miscellaneous/Nonclassified

###Answer:",A.,A,True
cb43430df81b2899122c53fc02b7eeb0073b5f0d75affef127c01dec9b2867ae,"Which of the following statements is NOT True about haemorrhoids?



",no rationale,5,B,Haemorrhoids are specialized cushions present in everyone that aid continence,Pain is often associated with uncomplicated haemorrhoids,External haemorrhoids are covered by skin whereas internal haemorrhoids are covered by mucosa,Proctoscopy may be necessary in evaluation of haemorrhoids,Haemorrhoidectomy is reserved for third- and fourth-degree haemorrhoids,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is NOT True about haemorrhoids?




###Options:
A.  Haemorrhoids are specialized cushions present in everyone that aid continence
B.  Pain is often associated with uncomplicated haemorrhoids
C.  External haemorrhoids are covered by skin whereas internal haemorrhoids are covered by mucosa
D.  Proctoscopy may be necessary in evaluation of haemorrhoids
E.  Haemorrhoidectomy is reserved for third- and fourth-degree haemorrhoids

###Answer:",B,B,True
25cb36f834855f1b81fec04cf98f6a22eda8ef914cadbd66162170a4e1f5b1db,"A 50 year old man presented with rectal bleeding and constipation. He has a malignant rectal mass 13cm from the anal verge. Which of these is the correct treatment?
      
",no rationale,5,C,Colostomy,Excisional biopsy,Anterior resection of rectum,Antero-lateral resection of the rectum,Abdomino- perineal resection of the rectum,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 50 year old man presented with rectal bleeding and constipation. He has a malignant rectal mass 13cm from the anal verge. Which of these is the correct treatment?
      

###Options:
A.  Colostomy
B.  Excisional biopsy
C.  Anterior resection of rectum
D.  Antero-lateral resection of the rectum
E.  Abdomino- perineal resection of the rectum

###Answer:",C.,C,True
513c5c80145b986556b98996cd1bc1cf37ac1d94b1a85766d68a9054c1e215eb,"Which of the following is NOT a clinical feature of Carcinoma of the stomach?
      ",no rationale,5,E,Troissiers sign,Hepatomegaly,Dyspepsia,Haematemesis,Rosenbach’s sign,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT a clinical feature of Carcinoma of the stomach?
      
###Options:
A.  Troissiers sign
B.  Hepatomegaly
C.  Dyspepsia
D.  Haematemesis
E.  Rosenbach’s sign

###Answer:",E,E,True
2f8661779f1e39881a66fd6a30038045a0838d7b192bd41cfefb516dc3001424,"Which of the following statements is True concerning carcinoma of the stomach?






",no rationale,5,A,65% are found in the pyloric antrum,50% are found in the body,30% are found in the fundus,It does not spread directly,Transcoelomic spread does not occur,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True concerning carcinoma of the stomach?







###Options:
A.  65% are found in the pyloric antrum
B.  50% are found in the body
C.  30% are found in the fundus
D.  It does not spread directly
E.  Transcoelomic spread does not occur

###Answer:",A\n\n,A,True
4520f7320f0dcb3deff4406d5931b42044aa85b86275634ffa81e97494cae2e9,"Chronic perianal disease is NOT a complication of which of the following?
      

",no rationale,5,E,Colonic diverticular disease,Gastrointestinal tuberculosis,Polyposis coli,Carcinoma of recto-sigmoid,Crohn’s disease,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Chronic perianal disease is NOT a complication of which of the following?
      


###Options:
A.  Colonic diverticular disease
B.  Gastrointestinal tuberculosis
C.  Polyposis coli
D.  Carcinoma of recto-sigmoid
E.  Crohn’s disease

###Answer:",C,C,False
623368e64ac9bfc9ec472a85a9d385536109d97c8f895e484a719d2666b13627,"Which of the following is NOT a sign of strangulated intestinal obstruction?





",no rationale,5,C,Abdominal distension,Rebound tenderness,Increased bowel sounds,Leukocytosis,Nasogastric suction does not relief pain,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT a sign of strangulated intestinal obstruction?






###Options:
A.  Abdominal distension
B.  Rebound tenderness
C.  Increased bowel sounds
D.  Leukocytosis
E.  Nasogastric suction does not relief pain

###Answer:",C,C,True
3152b23c5e767a635f1da00fff3fb87ed39178b15e3b1ae1bffe2f574a60edb5,"Which of the following statements is NOT True in acute intestinal obstruction? 


",no rationale,5,D,Signs of peritonitis indicate strangulation,Signs of dehydration are absent in late cases,A rectal examination is essential,A plain x ray examination of the abdomen is not helpful in the diagnosis,Any size of cannula can be used for fluid resuscitation,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is NOT True in acute intestinal obstruction? 



###Options:
A.  Signs of peritonitis indicate strangulation
B.  Signs of dehydration are absent in late cases
C.  A rectal examination is essential
D.  A plain x ray examination of the abdomen is not helpful in the diagnosis
E.  Any size of cannula can be used for fluid resuscitation

###Answer:",D,D,True
98e77d946672400187ab671ab8d277d400a5e6112bcbc03e4417db4ac7b5e7cd,"In acute intestinal obstruction, which of the following statements is True?


",no rationale,5,E,Vomiting and constipation are early in high type,Low type has a better prognosis than high type,The blood supply is affected in simple obstruction,Serum potassium value of 5.5mmol/l is common,Adequate resuscitation before surgery improves outcome,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: In acute intestinal obstruction, which of the following statements is True?



###Options:
A.  Vomiting and constipation are early in high type
B.  Low type has a better prognosis than high type
C.  The blood supply is affected in simple obstruction
D.  Serum potassium value of 5.5mmol/l is common
E.  Adequate resuscitation before surgery improves outcome

###Answer:",E,E,True
1039e808b1f08829b2fa08b95593e78158a82a8f3a94fd3024846be1bdc1209d,"Which of the following is NOT   a cause of colonic pseudo- obstruction?
      ",no rationale,5,C,Systemic illness,Electrolyte imbalance,Faecal impaction,Opioids,Hypothyroidism,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT   a cause of colonic pseudo- obstruction?
      
###Options:
A.  Systemic illness
B.  Electrolyte imbalance
C.  Faecal impaction
D.  Opioids
E.  Hypothyroidism

###Answer:",C,C,True
a5fe9b1c4ff8966e7c38d1637652c9f988cc1080585dfc93f7a6346f86156ee9,"Which of the following statements is NOT correct regarding Meckel’s diverticulum?
     
",no rationale,5,C,It is approximately 2 inches long,It is a remnant of the embryonic vitelline duct,It is usually located 2 metres from the ileo-cecal junction in the terminal ileum,It may contain gastric and pancreatic epithelial tissue,It is present in approximately 2% of the population,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is NOT correct regarding Meckel’s diverticulum?
     

###Options:
A.  It is approximately 2 inches long
B.  It is a remnant of the embryonic vitelline duct
C.  It is usually located 2 metres from the ileo-cecal junction in the terminal ileum
D.  It may contain gastric and pancreatic epithelial tissue
E.  It is present in approximately 2% of the population

###Answer:",C.,C,True
c5e0add38576ca44f263fc4e724f4de10ce799f358489d03f322ddf3557386e6,"Which of the following statements is True regarding typhoid enteritis?




",no rationale,5,C,It is characterised by leucocytosis,Acute intestinal perforation is not a common complication,It can be complicated by orchitis,Perforation occurs at the mesenteric border of the intestine,Perforation occurs in less than 5% of cases,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is True regarding typhoid enteritis?





###Options:
A.  It is characterised by leucocytosis
B.  Acute intestinal perforation is not a common complication
C.  It can be complicated by orchitis
D.  Perforation occurs at the mesenteric border of the intestine
E.  Perforation occurs in less than 5% of cases

###Answer:",E,E,False
037e5515c0a07c59245953bc993a6d7d8f2071b8051cc9fb84007cde8f2fed3e,"Which of the following is NOT a differential diagnosis for right iliac fossa pain?
 

",no rationale,5,E,Tubo-ovarian mass,Acute pyelonephritis,Chron’s disease,Empyema of gall bladder,Splenic vein thrombosis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is NOT a differential diagnosis for right iliac fossa pain?
 


###Options:
A.  Tubo-ovarian mass
B.  Acute pyelonephritis
C.  Chron’s disease
D.  Empyema of gall bladder
E.  Splenic vein thrombosis

###Answer:",E,E,True
cdd2dde5df25fd00bca4981db18c4759b314cc20cea4fceb516eb38c8c339278,"What is the most common post-operative complication after splenectomy? 
	",no rationale,5,A,Left lower lobe atelectasis,Persistent hemorrhage,Subphrenic abscess,Gastrocutaneous fistula,Pancreatitis,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: What is the most common post-operative complication after splenectomy? 
	
###Options:
A.  Left lower lobe atelectasis
B.  Persistent hemorrhage
C.  Subphrenic abscess
D.  Gastrocutaneous fistula
E.  Pancreatitis

###Answer:",A,A,True
