sample_id,question,rationale,options_len,answer,A,B,C,D,model_prompt,outputs,preds,correct
5a1cbb18-413e-4a40-9e8b-8b9353451176,"A 22-year-old woman from a rural area who recently discovered she was pregnant is referred for a cardiology consultation due to cyanosis, dyspnea, and a cardiac murmur revealed at the initial prenatal visit. She is gravida 1, para 0 with an estimated gestational age of 19 weeks. She says that the murmur was found in her childhood, and the doctor at that time placed her under observation only. However, she has been lost to follow-up and has not had proper follow up in years. Currently, she complains of dizziness and occasional dyspnea on exertion which has gradually increased during her pregnancy. Prior to her pregnancy, she did not have any symptoms. The vital signs are as follows: blood pressure 125/60 mm Hg, heart rate 81/min, respiratory rate 13/min, and temperature 36.7°C (98.0°F). Her examination is significant for acrocyanosis and a fixed splitting of S2 and grade 3/6 midsystolic murmur best heard over the left upper sternal border. Which of the following physiological pregnancy changes is causing the change in this patient’s condition?","A 22-year-old woman from a rural area who recently discovered she was pregnant is referred for a cardiology consultation due to cyanosis, dyspnea, and a cardiac murmur revealed at the initial prenatal visit. She is gravida 1, para 0 with an estimated gestational age of 19 weeks. She says that the murmur was found in her childhood, and the doctor at that time placed her under observation only. However, she has been lost to follow-up and has not had proper follow up in years. Currently, she complains of dizziness and occasional dyspnea on exertion which has gradually increased during her pregnancy. Prior to her pregnancy, she did not have any symptoms. The vital signs are as follows: blood pressure 125/60 mm Hg, heart rate 81/min, respiratory rate 13/min, and temperature 36.7°C (98.0°F). Her examination is significant for acrocyanosis and a fixed splitting of S2 and grade 3/6 midsystolic murmur best heard over the left upper sternal border. Which of the following physiological pregnancy changes is causing the change in this patient’s condition?",4,B,Increase in heart rate,Decrease in systemic vascular resistance,Increase in cardiac output,Increase in blood volume,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 22-year-old woman from a rural area who recently discovered she was pregnant is referred for a cardiology consultation due to cyanosis, dyspnea, and a cardiac murmur revealed at the initial prenatal visit. She is gravida 1, para 0 with an estimated gestational age of 19 weeks. She says that the murmur was found in her childhood, and the doctor at that time placed her under observation only. However, she has been lost to follow-up and has not had proper follow up in years. Currently, she complains of dizziness and occasional dyspnea on exertion which has gradually increased during her pregnancy. Prior to her pregnancy, she did not have any symptoms. The vital signs are as follows: blood pressure 125/60 mm Hg, heart rate 81/min, respiratory rate 13/min, and temperature 36.7°C (98.0°F). Her examination is significant for acrocyanosis and a fixed splitting of S2 and grade 3/6 midsystolic murmur best heard over the left upper sternal border. Which of the following physiological pregnancy changes is causing the change in this patient’s condition?
###Options:
A.  Increase in heart rate
B.  Decrease in systemic vascular resistance
C.  Increase in cardiac output
D.  Increase in blood volume

###Answer:","B. Decrease in systemic vascular resistance.

Explanation: The patient's symptoms and physical examination findings are consistent with a large shunt, such as a patent ductus arteriosus (PDA), which causes a decrease in systemic vascular resistance during pregnancy. The increase in blood volume and cardiac output in pregnancy can worsen the shunt and lead to increased cyanosis and dyspnea.",B,True
91eeb180-5459-4f99-becf-2bfc9a14f9d9,"A 25-year-old man with a past medical history of constipation and fibromyalgia presents to the emergency department with generalized malaise and severe diarrhea. The patient states that he has not felt well for the past 24 hours and his symptoms are no longer tolerable. He denies taking any medications or illicit drugs and states he is generally healthy. His temperature is 99.3°F (37.4°C), blood pressure is 122/88 mmHg, pulse is 107/min, respirations are 19/min, and oxygen saturation is 99% on room air. Physical exam demonstrates an ill appearing young man. Physical exam is notable for rhinorrhea, lacrimation, and piloerection. The patient’s pupils are dilated and reactive to light. During placement of an ultrasound guided IV, multiple scars are noted in the antecubital fossa, and it is noted that it is very difficult to place an IV in this patient. During the exam, he begins actively vomiting. Which of the following could be an appropriate treatment for this patient’s symptoms?","A 25-year-old man with a past medical history of constipation and fibromyalgia presents to the emergency department with generalized malaise and severe diarrhea. The patient states that he has not felt well for the past 24 hours and his symptoms are no longer tolerable. He denies taking any medications or illicit drugs and states he is generally healthy. His temperature is 99.3°F (37.4°C), blood pressure is 122/88 mmHg, pulse is 107/min, respirations are 19/min, and oxygen saturation is 99% on room air. Physical exam demonstrates an ill appearing young man. Physical exam is notable for rhinorrhea, lacrimation, and piloerection. The patient’s pupils are dilated and reactive to light. During placement of an ultrasound guided IV, multiple scars are noted in the antecubital fossa, and it is noted that it is very difficult to place an IV in this patient. During the exam, he begins actively vomiting. Which of the following could be an appropriate treatment for this patient’s symptoms?",4,A,Clonidine,Diazepam taper,Haloperidol and diphenhydramine,Oseltamivir,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 25-year-old man with a past medical history of constipation and fibromyalgia presents to the emergency department with generalized malaise and severe diarrhea. The patient states that he has not felt well for the past 24 hours and his symptoms are no longer tolerable. He denies taking any medications or illicit drugs and states he is generally healthy. His temperature is 99.3°F (37.4°C), blood pressure is 122/88 mmHg, pulse is 107/min, respirations are 19/min, and oxygen saturation is 99% on room air. Physical exam demonstrates an ill appearing young man. Physical exam is notable for rhinorrhea, lacrimation, and piloerection. The patient’s pupils are dilated and reactive to light. During placement of an ultrasound guided IV, multiple scars are noted in the antecubital fossa, and it is noted that it is very difficult to place an IV in this patient. During the exam, he begins actively vomiting. Which of the following could be an appropriate treatment for this patient’s symptoms?
###Options:
A.  Clonidine
B.  Diazepam taper
C.  Haloperidol and diphenhydramine
D.  Oseltamivir

###Answer:","C. Haloperidol and diphenhydramine.

Explanation: The patient's symptoms of severe diarrhea, malaise, rhinorrhea, lacrimation, piloerection, dilated pupils, and difficulty placing an IV are suggestive of a serotonin syndrome. Serotonin syndrome is a potentially life-threatening condition caused by excessive serotonergic activity in the body. The patient's history of fibromyalgia increases the likelihood of this diagnosis. Haloperidol and diphenhydramine are commonly used to treat serotonin syndrome due to their anticholinergic and antihistamine properties, respectively, which help to counteract the symptoms of serotonin excess. Clonidine is a centrally acting alpha-2 agonist used to treat hypertension and withdrawal symptoms from opioids, and it is not indicated for the treatment of serotonin syndrome. Diazepam is a benzodiazepine used to treat anxiety and muscle spasms, and it is not specifically indicated for the treatment of serotonin syndrome. Oseltamivir is an antiviral medication used to treat influenza.",C,False
a2dc581a-95ff-45b2-8574-e622a89227b0,"A 45-year-old woman presents to the clinic with her husband to discuss her most recent problem. She and her husband recently bought a new house in the area. While cleaning the house, they discovered a nest of spiders. She reports blacking out and waking up outside the house with a bandage on her arm. Her husband says that she began screaming and ran out of the house, breaking a window, and cutting her arm. The patient says she has tried to enter the house several times over the last several months but can not bring herself to cross the threshold for fear of more spiders. She wants to overcome her extreme and irrational fear. Which of the following is the most effective treatment to overcome this patient’s arachnophobia?","A 45-year-old woman presents to the clinic with her husband to discuss her most recent problem. She and her husband recently bought a new house in the area. While cleaning the house, they discovered a nest of spiders. She reports blacking out and waking up outside the house with a bandage on her arm. Her husband says that she began screaming and ran out of the house, breaking a window, and cutting her arm. The patient says she has tried to enter the house several times over the last several months but can not bring herself to cross the threshold for fear of more spiders. She wants to overcome her extreme and irrational fear. Which of the following is the most effective treatment to overcome this patient’s arachnophobia?",4,A,Desensitization,Metoprolol,Alprazolam,Psychotherapy,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 45-year-old woman presents to the clinic with her husband to discuss her most recent problem. She and her husband recently bought a new house in the area. While cleaning the house, they discovered a nest of spiders. She reports blacking out and waking up outside the house with a bandage on her arm. Her husband says that she began screaming and ran out of the house, breaking a window, and cutting her arm. The patient says she has tried to enter the house several times over the last several months but can not bring herself to cross the threshold for fear of more spiders. She wants to overcome her extreme and irrational fear. Which of the following is the most effective treatment to overcome this patient’s arachnophobia?
###Options:
A.  Desensitization
B.  Metoprolol
C.  Alprazolam
D.  Psychotherapy

###Answer:",A. Desensitization,A,True
81f8a9d2-bbc4-4751-8f85-1ccf893291e7,"A 67-year-old man is brought to the physician because of increasing forgetfulness, unsteadiness, and falls over the past year. He reports that these symptoms seem to worsen with each fall. Initially, he could not remember directions to his home but now cannot remember recent conversations or appointments he has made. He often repeats questions that he asked shortly before. He has long-standing hypertension, coronary artery disease, and hypercholesterolemia. Current medications include aspirin, carvedilol, enalapril, and atorvastatin. Examination shows a bruise over the left temple and an unsteady gait. On mental status examination, he is oriented to place and person only. Short-term memory is impaired; he can recall 0 out of 5 objects after 10 minutes. Long-term memory is intact. He has no delusions or hallucinations. Muscle strength is decreased in the left lower extremity. The Babinski sign is present on the left. A CT scan of the head is shown. Which of the following is the most appropriate next step in management?","A 67-year-old man is brought to the physician because of increasing forgetfulness, unsteadiness, and falls over the past year. He reports that these symptoms seem to worsen with each fall. Initially, he could not remember directions to his home but now cannot remember recent conversations or appointments he has made. He often repeats questions that he asked shortly before. He has long-standing hypertension, coronary artery disease, and hypercholesterolemia. Current medications include aspirin, carvedilol, enalapril, and atorvastatin. Examination shows a bruise over the left temple and an unsteady gait. On mental status examination, he is oriented to place and person only. Short-term memory is impaired; he can recall 0 out of 5 objects after 10 minutes. Long-term memory is intact. He has no delusions or hallucinations. Muscle strength is decreased in the left lower extremity. The Babinski sign is present on the left. A CT scan of the head is shown. Which of the following is the most appropriate next step in management?",4,D,Warfarin therapy,Vitamin E therapy,Tetrabenazine therapy,Cognitive training,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 67-year-old man is brought to the physician because of increasing forgetfulness, unsteadiness, and falls over the past year. He reports that these symptoms seem to worsen with each fall. Initially, he could not remember directions to his home but now cannot remember recent conversations or appointments he has made. He often repeats questions that he asked shortly before. He has long-standing hypertension, coronary artery disease, and hypercholesterolemia. Current medications include aspirin, carvedilol, enalapril, and atorvastatin. Examination shows a bruise over the left temple and an unsteady gait. On mental status examination, he is oriented to place and person only. Short-term memory is impaired; he can recall 0 out of 5 objects after 10 minutes. Long-term memory is intact. He has no delusions or hallucinations. Muscle strength is decreased in the left lower extremity. The Babinski sign is present on the left. A CT scan of the head is shown. Which of the following is the most appropriate next step in management?
###Options:
A.  Warfarin therapy
B.  Vitamin E therapy
C.  Tetrabenazine therapy
D.  Cognitive training

###Answer:","C. Tetrabenazine therapy. The patient's symptoms are consistent with Huntington's disease, which is characterized by chorea, cognitive decline, and psychiatric symptoms. Tetrabenazine is a vesicular monoamine transporter 2 inhibitor that reduces the release of dopamine, which can help improve chorea and other motor symptoms associated with Huntington's disease. Warfarin is an anticoagulant, Vitamin E is an antioxidant, and cognitive training is a rehabilitation technique used to improve cognitive function.",C,False
d8a164d0-0607-427a-967d-667f64e3ad00,"A 28-year-old primigravid woman at 39 weeks gestation is admitted to the hospital in active labor. On examination, the cervix is 100% effaced and 10 cm dilated. After 5 minutes of pushing, there is a prolonged deceleration of the fetal heart rate to 90/min. A decision to perform an episiotomy is made to expedite vaginal delivery. The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall and administers an anesthetic. Three minutes later, pinching the posterior vulva does not provoke pain. The anesthetized nerve most likely also supplies which of the following structures?","A 28-year-old primigravid woman at 39 weeks gestation is admitted to the hospital in active labor. On examination, the cervix is 100% effaced and 10 cm dilated. After 5 minutes of pushing, there is a prolonged deceleration of the fetal heart rate to 90/min. A decision to perform an episiotomy is made to expedite vaginal delivery. The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall and administers an anesthetic. Three minutes later, pinching the posterior vulva does not provoke pain. The anesthetized nerve most likely also supplies which of the following structures?",4,B,Skin of the lateral thigh,External anal sphincter,Skin of the mons pubis,Detrusor muscle,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 28-year-old primigravid woman at 39 weeks gestation is admitted to the hospital in active labor. On examination, the cervix is 100% effaced and 10 cm dilated. After 5 minutes of pushing, there is a prolonged deceleration of the fetal heart rate to 90/min. A decision to perform an episiotomy is made to expedite vaginal delivery. The anesthesiologist locates the ischial spines by palpating the posterolateral vaginal sidewall and administers an anesthetic. Three minutes later, pinching the posterior vulva does not provoke pain. The anesthetized nerve most likely also supplies which of the following structures?
###Options:
A.  Skin of the lateral thigh
B.  External anal sphincter
C.  Skin of the mons pubis
D.  Detrusor muscle

###Answer:","A. Skin of the lateral thigh.

Explanation: The anesthetic was administered near the ischial spines, which are located near the posterior vaginal sidewall. The anesthetic blocks the sensory nerves that supply the skin of the perineum and the lateral thigh. Therefore, the correct answer is A.",A,False
34009f11-98fd-4c89-9b64-e9acec1d4f7c,"A 55-year-old woman with a history of HIV presents to the emergency department with progressive dyspnea, fever, and dry cough for the past 4 days. She has not been compliant with antiretroviral or prophylactic medication. On evaluation, the patient is in moderate respiratory distress. The temperature is 38.8°C (102.0°F), the blood pressure is 124/82 mm Hg, the pulse is 96/min, and the respiratory rate is 20/min. Pulse oximetry is 92% on 4 L oxygen by nasal cannula. Her CD4 count is 180 cells/μL. IV antibiotics and glucocorticoids are administered. After 30 minutes, the patient develops severe respiratory distress. Repeat vital signs show: temperature 38.3°C (101.0°F), blood pressure 80/50 mm Hg, pulse 104/min, respiration rate 32/min and pulse oximetry 85% on nasal cannula. The trachea deviates to the left. Breath sounds are absent on the right side and the neck veins are distended. Telemetry shows sinus tachycardia. Which of the following is the best next step in the management of this patient?","A 55-year-old woman with a history of HIV presents to the emergency department with progressive dyspnea, fever, and dry cough for the past 4 days. She has not been compliant with antiretroviral or prophylactic medication. On evaluation, the patient is in moderate respiratory distress. The temperature is 38.8°C (102.0°F), the blood pressure is 124/82 mm Hg, the pulse is 96/min, and the respiratory rate is 20/min. Pulse oximetry is 92% on 4 L oxygen by nasal cannula. Her CD4 count is 180 cells/μL. IV antibiotics and glucocorticoids are administered. After 30 minutes, the patient develops severe respiratory distress. Repeat vital signs show: temperature 38.3°C (101.0°F), blood pressure 80/50 mm Hg, pulse 104/min, respiration rate 32/min and pulse oximetry 85% on nasal cannula. The trachea deviates to the left. Breath sounds are absent on the right side and the neck veins are distended. Telemetry shows sinus tachycardia. Which of the following is the best next step in the management of this patient?",4,C,Discontinue antibiotics,Perform an arterial blood gas,Needle thoracostomy,Stat chest X-ray,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 55-year-old woman with a history of HIV presents to the emergency department with progressive dyspnea, fever, and dry cough for the past 4 days. She has not been compliant with antiretroviral or prophylactic medication. On evaluation, the patient is in moderate respiratory distress. The temperature is 38.8°C (102.0°F), the blood pressure is 124/82 mm Hg, the pulse is 96/min, and the respiratory rate is 20/min. Pulse oximetry is 92% on 4 L oxygen by nasal cannula. Her CD4 count is 180 cells/μL. IV antibiotics and glucocorticoids are administered. After 30 minutes, the patient develops severe respiratory distress. Repeat vital signs show: temperature 38.3°C (101.0°F), blood pressure 80/50 mm Hg, pulse 104/min, respiration rate 32/min and pulse oximetry 85% on nasal cannula. The trachea deviates to the left. Breath sounds are absent on the right side and the neck veins are distended. Telemetry shows sinus tachycardia. Which of the following is the best next step in the management of this patient?
###Options:
A.  Discontinue antibiotics
B.  Perform an arterial blood gas
C.  Needle thoracostomy
D.  Stat chest X-ray

###Answer:",C. Needle thoracostomy.,C,True
1148d294-04e7-4516-bdd7-26f0fd8ac9f4,A 22-year-old woman with polycystic ovarian syndrome comes to the emergency department because of a 1-day history of left lower abdominal pain that began suddenly while she was running. Her last menstrual period was 2 weeks ago. Physical examination shows tenderness to palpation over the left adnexa and rebound tenderness in the left lower quadrant. There is no tenderness in the right lower quadrant. Urine pregnancy test is negative. An ultrasound is ordered to confirm the diagnosis of ruptured ovarian cyst. Visualization of fluid in which of the following locations would be most consistent with this diagnosis?,A 22-year-old woman with polycystic ovarian syndrome comes to the emergency department because of a 1-day history of left lower abdominal pain that began suddenly while she was running. Her last menstrual period was 2 weeks ago. Physical examination shows tenderness to palpation over the left adnexa and rebound tenderness in the left lower quadrant. There is no tenderness in the right lower quadrant. Urine pregnancy test is negative. An ultrasound is ordered to confirm the diagnosis of ruptured ovarian cyst. Visualization of fluid in which of the following locations would be most consistent with this diagnosis?,4,A,Rectouterine pouch,Hepatorenal space,Splenorenal angle,Rectovesical pouch,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 22-year-old woman with polycystic ovarian syndrome comes to the emergency department because of a 1-day history of left lower abdominal pain that began suddenly while she was running. Her last menstrual period was 2 weeks ago. Physical examination shows tenderness to palpation over the left adnexa and rebound tenderness in the left lower quadrant. There is no tenderness in the right lower quadrant. Urine pregnancy test is negative. An ultrasound is ordered to confirm the diagnosis of ruptured ovarian cyst. Visualization of fluid in which of the following locations would be most consistent with this diagnosis?
###Options:
A.  Rectouterine pouch
B.  Hepatorenal space
C.  Splenorenal angle
D.  Rectovesical pouch

###Answer:",A. Rectouterine pouch,A,True
6151804e-433e-4fc9-8072-05ec99458d55,"A 47-year-old woman comes to the physician for a follow-up examination. She has noticed trembling of her hands for the past 5 months. These movements are only present when she reaches to pick up an object or answer the phone. She has a history of major depressive disorder but has been off medications for the past 3 years. Her father had Parkinson's disease and died 6 months ago. She drinks a glass of wine daily. She appears anxious. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 118/74 mm Hg. A low-frequency tremor is present that worsens as she reaches out for an object. She consistently overshoots her target. There is no tremor present when her arms are held outstretched. There is increased tone in the lower extremities and Babinski's sign is positive bilaterally. Which of the following is the most likely cause of this patient's symptoms?","A 47-year-old woman comes to the physician for a follow-up examination. She has noticed trembling of her hands for the past 5 months. These movements are only present when she reaches to pick up an object or answer the phone. She has a history of major depressive disorder but has been off medications for the past 3 years. Her father had Parkinson's disease and died 6 months ago. She drinks a glass of wine daily. She appears anxious. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 118/74 mm Hg. A low-frequency tremor is present that worsens as she reaches out for an object. She consistently overshoots her target. There is no tremor present when her arms are held outstretched. There is increased tone in the lower extremities and Babinski's sign is positive bilaterally. Which of the following is the most likely cause of this patient's symptoms?",4,A,Cerebellar demyelination,Degenerated substantia nigra,Degenerated caudate nucleus,"Subthalamic nucleus stroke
""","###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 47-year-old woman comes to the physician for a follow-up examination. She has noticed trembling of her hands for the past 5 months. These movements are only present when she reaches to pick up an object or answer the phone. She has a history of major depressive disorder but has been off medications for the past 3 years. Her father had Parkinson's disease and died 6 months ago. She drinks a glass of wine daily. She appears anxious. Her temperature is 37°C (98.6°F), pulse is 80/min, and blood pressure is 118/74 mm Hg. A low-frequency tremor is present that worsens as she reaches out for an object. She consistently overshoots her target. There is no tremor present when her arms are held outstretched. There is increased tone in the lower extremities and Babinski's sign is positive bilaterally. Which of the following is the most likely cause of this patient's symptoms?
###Options:
A.  Cerebellar demyelination
B.  Degenerated substantia nigra
C.  Degenerated caudate nucleus
D.  Subthalamic nucleus stroke
""

###Answer:",B. Degenerated substantia nigra,B,False
073975dd-951b-4411-b592-126fbfbd6342,"A 52-year-old man comes to the physician because of generalized pruritus and raised, erythematous plaques on the skin over his hands, chest, and legs for 6 hours. He reports having clear liquid discharge from his nose and sneezing. He says that his symptoms began suddenly the previous night, 30 minutes after he had dinner at a seafood restaurant. He has had similar symptoms occasionally in the past as well. Four months ago, he had an episode of narrow-angle glaucoma. He takes no medications. His vital signs are within normal limits. Nasal exam shows clear, serous secretions, with edematous and erythematous mucosa and turbinates. Paranasal sinuses are not tender to palpation. Which of the following is the most appropriate pharmacotherapy?","A 52-year-old man comes to the physician because of generalized pruritus and raised, erythematous plaques on the skin over his hands, chest, and legs for 6 hours. He reports having clear liquid discharge from his nose and sneezing. He says that his symptoms began suddenly the previous night, 30 minutes after he had dinner at a seafood restaurant. He has had similar symptoms occasionally in the past as well. Four months ago, he had an episode of narrow-angle glaucoma. He takes no medications. His vital signs are within normal limits. Nasal exam shows clear, serous secretions, with edematous and erythematous mucosa and turbinates. Paranasal sinuses are not tender to palpation. Which of the following is the most appropriate pharmacotherapy?",4,B,Diphenhydramine,Fexofenadine,Vitamin K,Calamine lotion,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 52-year-old man comes to the physician because of generalized pruritus and raised, erythematous plaques on the skin over his hands, chest, and legs for 6 hours. He reports having clear liquid discharge from his nose and sneezing. He says that his symptoms began suddenly the previous night, 30 minutes after he had dinner at a seafood restaurant. He has had similar symptoms occasionally in the past as well. Four months ago, he had an episode of narrow-angle glaucoma. He takes no medications. His vital signs are within normal limits. Nasal exam shows clear, serous secretions, with edematous and erythematous mucosa and turbinates. Paranasal sinuses are not tender to palpation. Which of the following is the most appropriate pharmacotherapy?
###Options:
A.  Diphenhydramine
B.  Fexofenadine
C.  Vitamin K
D.  Calamine lotion

###Answer:",A. Diphenhydramine,A,False
919783a4-ef72-4845-9206-0ca2e2fa4f63,"A 19-year-old man in a 3-month relationship with a woman experiences frequent sexual fantasies about male coworkers. He lives in a conservative community and does not know any openly gay men. Two days ago, he joined a local group considered by many organizations to be a hate group. Together with the other members, he attacked a gay couple on their way home from dinner. Which of the following psychological defense mechanisms is he demonstrating?","A 19-year-old man in a 3-month relationship with a woman experiences frequent sexual fantasies about male coworkers. He lives in a conservative community and does not know any openly gay men. Two days ago, he joined a local group considered by many organizations to be a hate group. Together with the other members, he attacked a gay couple on their way home from dinner. Which of the following psychological defense mechanisms is he demonstrating?",4,B,Sublimation,Reaction formation,Intellectualization,Projection,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 19-year-old man in a 3-month relationship with a woman experiences frequent sexual fantasies about male coworkers. He lives in a conservative community and does not know any openly gay men. Two days ago, he joined a local group considered by many organizations to be a hate group. Together with the other members, he attacked a gay couple on their way home from dinner. Which of the following psychological defense mechanisms is he demonstrating?
###Options:
A.  Sublimation
B.  Reaction formation
C.  Intellectualization
D.  Projection

###Answer:",D. Projection,D,False
9d16d477-290e-4cfb-9567-a9281488061c,"A 66-year-old woman presents to her primary care provider with several days of left flank pain radiating to the abdomen and groin. The patient states that she has noticed a pink tinge to her urine as well. Of note, she has not had any fevers, but endorses several months of fatigue and constipation. The patient was previously healthy except for mild untreated hypertension. On exam, her temperature is 98.6°F (37.0°C), blood pressure is 130/84 mmHg, pulse is 76/min, and respirations are 12/min. On further workup, the patient is found to have calcium oxalate nephrolithiasis with hypercalciuria. Blood studies demonstrate increased parathyroid hormone (PTH) and hypercalcemia. Which of the following is the most likely cause?","A 66-year-old woman presents to her primary care provider with several days of left flank pain radiating to the abdomen and groin. The patient states that she has noticed a pink tinge to her urine as well. Of note, she has not had any fevers, but endorses several months of fatigue and constipation. The patient was previously healthy except for mild untreated hypertension. On exam, her temperature is 98.6°F (37.0°C), blood pressure is 130/84 mmHg, pulse is 76/min, and respirations are 12/min. On further workup, the patient is found to have calcium oxalate nephrolithiasis with hypercalciuria. Blood studies demonstrate increased parathyroid hormone (PTH) and hypercalcemia. Which of the following is the most likely cause?",4,A,Primary hyperparathyroidism,Pseudopseudohypoparathyroidism,Secondary hyperparathyroidism,Tertiary hyperparathyroidism,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 66-year-old woman presents to her primary care provider with several days of left flank pain radiating to the abdomen and groin. The patient states that she has noticed a pink tinge to her urine as well. Of note, she has not had any fevers, but endorses several months of fatigue and constipation. The patient was previously healthy except for mild untreated hypertension. On exam, her temperature is 98.6°F (37.0°C), blood pressure is 130/84 mmHg, pulse is 76/min, and respirations are 12/min. On further workup, the patient is found to have calcium oxalate nephrolithiasis with hypercalciuria. Blood studies demonstrate increased parathyroid hormone (PTH) and hypercalcemia. Which of the following is the most likely cause?
###Options:
A.  Primary hyperparathyroidism
B.  Pseudopseudohypoparathyroidism
C.  Secondary hyperparathyroidism
D.  Tertiary hyperparathyroidism

###Answer:",A. Primary hyperparathyroidism,A,True
488f38c5-0260-4b8d-969e-4411af36cf6c,A 23-year-old woman presents to her psychiatrist concerned about her mood. She has felt tired and unwilling to engage in any activities lately. She states that her limbs feel heavy all the time and that completing any activity takes tremendous effort. She no longer finds any happiness in activities that she previously enjoyed. She also states that she really struggles to sleep and at times can't sleep for several days. The patient is started on appropriate first-line therapy and sent home. She returns 1 week later stating that her symptoms have not improved. She is requesting help as her performance at work and school is suffering. Which of the following is the best next step in management?,A 23-year-old woman presents to her psychiatrist concerned about her mood. She has felt tired and unwilling to engage in any activities lately. She states that her limbs feel heavy all the time and that completing any activity takes tremendous effort. She no longer finds any happiness in activities that she previously enjoyed. She also states that she really struggles to sleep and at times can't sleep for several days. The patient is started on appropriate first-line therapy and sent home. She returns 1 week later stating that her symptoms have not improved. She is requesting help as her performance at work and school is suffering. Which of the following is the best next step in management?,4,C,Add lithium to treatment regimen,Change treatment to lithium,Continue current therapy,Electroconvulsive therapy,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 23-year-old woman presents to her psychiatrist concerned about her mood. She has felt tired and unwilling to engage in any activities lately. She states that her limbs feel heavy all the time and that completing any activity takes tremendous effort. She no longer finds any happiness in activities that she previously enjoyed. She also states that she really struggles to sleep and at times can't sleep for several days. The patient is started on appropriate first-line therapy and sent home. She returns 1 week later stating that her symptoms have not improved. She is requesting help as her performance at work and school is suffering. Which of the following is the best next step in management?
###Options:
A.  Add lithium to treatment regimen
B.  Change treatment to lithium
C.  Continue current therapy
D.  Electroconvulsive therapy

###Answer:","C. Continue current therapy.

Explanation:
The patient's symptoms suggest a major depressive episode. The first-line treatment for major depressive disorder is typically a selective serotonin reuptake inhibitor (SSRI) or a serotonin-norepinephrine reuptake inhibitor (SNRI). The patient has been started on appropriate first-line therapy and given 1 week to respond. If the symptoms have not improved after 1 week, it is recommended to continue the current therapy for a longer trial period before considering a change in treatment. Adding lithium or electroconvulsive therapy (ECT) are typically considered as second-line or third-line treatments for major depressive disorder.",C,True
