sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
444e33d5e571a4670ad80fafe37bd7815bf15e6508ef8a9ddb58024895c42f51,"A 45-year-old woman presents to her physician with an 8-month history of gradually increasing limb weakness. She first noticed difficulty climbing stairs, then problems rising from chairs, walking more than half a block, and, finally, lifting her arms above shoulder level. Aside from some difficulty swallowing, she has no ocular, bulbar, or sphincter problems and no sensory complaints. Family history is negative for neurological disease. Examination reveals significant proximal limb and neck muscle weakness with minimal atrophy, normal sensory findings, and intact deep tendon reflexes. Which of the following is the most likely diagnosis in this patient?

",no rationale,5,A,Polymyositis,Cervical myelopathy,Myasthenia gravis,Mononeuropathy multiplex,Limb-girdle muscular dystrophy,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 45-year-old woman presents to her physician with an 8-month history of gradually increasing limb weakness. She first noticed difficulty climbing stairs, then problems rising from chairs, walking more than half a block, and, finally, lifting her arms above shoulder level. Aside from some difficulty swallowing, she has no ocular, bulbar, or sphincter problems and no sensory complaints. Family history is negative for neurological disease. Examination reveals significant proximal limb and neck muscle weakness with minimal atrophy, normal sensory findings, and intact deep tendon reflexes. Which of the following is the most likely diagnosis in this patient?


###Options:
A.  Polymyositis
B.  Cervical myelopathy
C.  Myasthenia gravis
D.  Mononeuropathy multiplex
E.  Limb-girdle muscular dystrophy

###Answer:","Answer: A

Rationale: The patient presents with gradually increasing proximal muscle weakness over several months, which is characteristic of polymyositis. This condition is an inflammatory myopathy that primarily affects the proximal muscles, leading to weakness in climbing stairs, rising from chairs, and lifting arms. The lack of sensory complaints and intact deep tendon reflexes further supports a myopathic process rather than a neuropathic one. Myasthenia gravis (C) typically presents with fluctuating muscle weakness and often involves ocular or bulbar muscles, which this patient does not have. Cervical myelopathy (B) would more likely present with sensory deficits and hyperreflexia, not isolated proximal weakness. Mononeuropathy multiplex (D) involves motor and sensory deficits and usually affects different areas asymmetrically. Limb-girdle muscular dystrophy (E) presents similarly to polymyositis but is a genetic disorder, often with a family history, which this patient lacks. Therefore, polymyositis is the most likely diagnosis.",A,True
0c1e6b8c683a5da297fc21116998b30b7dfead298dba5a133c66e2831a4c6c54,"A 76-year-old woman presents with numbness and mild weakness in the legs. She has noticed mild numbness in the fingertips bilaterally. The symptoms have been slowly progressive over the past year. She rarely goes to the doctor and takes no medications. Neurological exam shows sensory loss to light touch to the knees and wrists in a symmetric pattern. Joint position sensation is less severely affected. Ankle reflexes are absent and she has mild distal weakness. Which of the following is the most likely abnormality on laboratory testing?
",no rationale,5,A,Hyperglycemia,Macrocytic anemia with a low vitamin B12 level,Positive ELISA test for HIV,"Low T4, elevated TSH",Oligoclonal banding,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 76-year-old woman presents with numbness and mild weakness in the legs. She has noticed mild numbness in the fingertips bilaterally. The symptoms have been slowly progressive over the past year. She rarely goes to the doctor and takes no medications. Neurological exam shows sensory loss to light touch to the knees and wrists in a symmetric pattern. Joint position sensation is less severely affected. Ankle reflexes are absent and she has mild distal weakness. Which of the following is the most likely abnormality on laboratory testing?

###Options:
A.  Hyperglycemia
B.  Macrocytic anemia with a low vitamin B12 level
C.  Positive ELISA test for HIV
D.  Low T4, elevated TSH
E.  Oligoclonal banding

###Answer:","B. Macrocytic anemia with a low vitamin B12 level

Rationale: The patient's symptoms are indicative of peripheral neuropathy, which includes numbness and mild weakness, particularly in a symmetric pattern in the legs and fingertips. The neurological examination shows sensory loss to light touch with preserved joint position sensation, absent ankle reflexes, and mild distal weakness. These are classic features of vitamin B12 deficiency. A common hematological finding associated with vitamin B12 deficiency is macrocytic anemia, a type of anemia characterized by abnormally large red blood cells. This combination of neurological symptoms and macrocytic anemia suggests the likely laboratory abnormality would be macrocytic anemia with a low vitamin B12 level.",B,False
0578f4e2afd11a4d6aa7994bb6ec05a99fcceb691d0cfb7e6db4a018e12b7e9e,"A 56-year-old woman develops difficulty ambulating several weeks after receiving an influenza vaccine. She is found to have distal muscle weakness and areflexia in the lower extremities. During a 2-day observation period the weakness ascends, and she begins to notice weakness of the hands. She notices mild tingling, but the sensory examination is normal. The diagnosis of Guillain-Barré syndrome is strongly suspected. The workup of this patient is most likely to show which of the following?",no rationale,5,A,Acellular spinal fluid with high protein,Abnormal EMG that shows axonal degeneration,Positive Tensilon test,Elevated CPK,Respiratory alkalosis by arterial blood gases,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 56-year-old woman develops difficulty ambulating several weeks after receiving an influenza vaccine. She is found to have distal muscle weakness and areflexia in the lower extremities. During a 2-day observation period the weakness ascends, and she begins to notice weakness of the hands. She notices mild tingling, but the sensory examination is normal. The diagnosis of Guillain-Barré syndrome is strongly suspected. The workup of this patient is most likely to show which of the following?
###Options:
A.  Acellular spinal fluid with high protein
B.  Abnormal EMG that shows axonal degeneration
C.  Positive Tensilon test
D.  Elevated CPK
E.  Respiratory alkalosis by arterial blood gases

###Answer:","Answer: A. Acellular spinal fluid with high protein

Rationale:
Guillain-Barré syndrome (GBS) is a condition characterized by rapid-onset muscle weakness that typically starts in the lower extremities and can ascend, affecting other muscle groups and sometimes leading to respiratory failure. It is an autoimmune disorder where the body's immune system mistakenly attacks the peripheral nervous system, often following a viral infection or, in some cases, vaccinations.

In the diagnostic workup of GBS, one of the hallmark features observed is albuminocytologic dissociation in the cerebrospinal fluid (CSF). This means that the CSF analysis reveals an elevated protein level without a corresponding increase in white blood cells (no or minimal pleocytosis). Thus, the CSF appears ""acellular"" or with normal cell count, but has high protein content. This finding is critical in supporting the diagnosis of GBS, making option A the correct answer. 

- Option B (Abnormal EMG that shows axonal degeneration) might be seen in some forms of GBS, but not as commonly as the demyelinating pattern.
- Option C (Positive Tensilon test) is used to diagnose myasthenia gravis, not GBS.
- Option D (Elevated CPK) is more associated with muscle damage or diseases like myopathy, not typically GBS.
- Option E (Respiratory alkalosis by arterial blood gases) could occur due to hyperventilation if respiratory muscles are involved, but it is not a diagnostic feature of GBS.",A,True
0bb0f74eef52128cfd2d7d56bd9d923abe5fb6bcba37ca5a055c1c27e55a3fbb,"Three weeks after an upper respiratory illness, a 25-year-old male develops weakness of his arms and legs over several days. On physical exam he is tachypneic, with shallow respirations and symmetric muscle weakness in both arms and legs. There is no obvious sensory deficit, but motor reflexes cannot be elicited. Which of the following is the most likely diagnosis?
",no rationale,5,C,Myasthenia gravis,Multiple sclerosis,Guillain-Barré syndrome,Dermatomyositis,Diabetes mellitus,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: Three weeks after an upper respiratory illness, a 25-year-old male develops weakness of his arms and legs over several days. On physical exam he is tachypneic, with shallow respirations and symmetric muscle weakness in both arms and legs. There is no obvious sensory deficit, but motor reflexes cannot be elicited. Which of the following is the most likely diagnosis?

###Options:
A.  Myasthenia gravis
B.  Multiple sclerosis
C.  Guillain-Barré syndrome
D.  Dermatomyositis
E.  Diabetes mellitus

###Answer:","C. Guillain-Barré syndrome

Rationale: Guillain-Barré syndrome (GBS) is a condition often characterized by a history of an antecedent upper respiratory or gastrointestinal infection. It typically presents with progressive symmetric muscle weakness and absent or diminished deep tendon reflexes, which is consistent with the symptoms described in the scenario. The weakness usually starts in the legs and ascends upwards. This condition does not usually present with sensory deficits, which aligns with the observation of no obvious sensory deficit in this case. The absence of reflexes (areflexia) is also a classic feature of GBS. Myasthenia gravis, multiple sclerosis, dermatomyositis, and diabetes mellitus have different presentations and are less consistent with the symptoms described.",C,True
87d1f14afecdf0a45ee6b978211ebfb9dac9da82d25806ab38c9919b3d8d15a2,"A 20-year-old woman complains of weakness that is worse in the afternoon, worse during repetitive activity, and improved by rest. When fatigued, the patient is unable to hold her head up, speak, or chew her food. On physical exam, there is no loss of reflexes, sensation, or coordination. Which of the following is the underlying pathogenesis of this disease?",no rationale,5,A,Serum antiacetylcholine receptor antibodies causing neuromuscular transmission failure,Destruction of anterior horn cells by virus,Progressive muscular atrophy,Demyelinating disease,Molecular mimicry,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 20-year-old woman complains of weakness that is worse in the afternoon, worse during repetitive activity, and improved by rest. When fatigued, the patient is unable to hold her head up, speak, or chew her food. On physical exam, there is no loss of reflexes, sensation, or coordination. Which of the following is the underlying pathogenesis of this disease?
###Options:
A.  Serum antiacetylcholine receptor antibodies causing neuromuscular transmission failure
B.  Destruction of anterior horn cells by virus
C.  Progressive muscular atrophy
D.  Demyelinating disease
E.  Molecular mimicry

###Answer:","Answer: A

The symptoms described in the scenario are indicative of myasthenia gravis, an autoimmune disorder. The underlying pathogenesis is characterized by the presence of serum antiacetylcholine receptor antibodies, which attack and block acetylcholine receptors at the neuromuscular junction. This attack leads to a failure of neuromuscular transmission, resulting in muscle weakness that worsens with activity and improves with rest. The absence of loss of reflexes, sensation, or coordination further supports the diagnosis of myasthenia gravis.",A,True
deee69be4f3eaff55eca3fa3c41c1b0f4e630e31c72405fdfa548c302434cfcb,"A 50-year-old male complains of slowly progressive weakness over several months. Walking has become more difficult, as has using his hands. There are no sensory, bowel, or bladder complaints, or any problems in thinking, speech, or vision. Examination shows distal muscle weakness with muscle wasting and fasciculations. There are also upper motor neuron signs, including extensor plantar reflexes and hyperreflexia in wasted muscle groups. Which of the following laboratory tests is most likely to be abnormal in this patient?",no rationale,5,D,Cerebrospinal fluid white blood cell count,Sensory conduction studies,CT scan of the brain,Electromyography,EEG,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 50-year-old male complains of slowly progressive weakness over several months. Walking has become more difficult, as has using his hands. There are no sensory, bowel, or bladder complaints, or any problems in thinking, speech, or vision. Examination shows distal muscle weakness with muscle wasting and fasciculations. There are also upper motor neuron signs, including extensor plantar reflexes and hyperreflexia in wasted muscle groups. Which of the following laboratory tests is most likely to be abnormal in this patient?
###Options:
A.  Cerebrospinal fluid white blood cell count
B.  Sensory conduction studies
C.  CT scan of the brain
D.  Electromyography
E.  EEG

###Answer:","Answer: D

Rationale: The patient's symptoms suggest a possible case of Amyotrophic Lateral Sclerosis (ALS), a condition characterized by both upper and lower motor neuron signs, such as muscle weakness, wasting, fasciculations, hyperreflexia, and extensor plantar responses. In ALS, there is no sensory involvement, which explains the absence of sensory complaints. Among the tests listed, electromyography (D) is most relevant for detecting abnormalities of muscle activity and denervation that are consistent with this neurodegenerative disorder. Electromyography (EMG) can show evidence of chronic denervation and reinnervation, which are typical findings in ALS. The other tests are less likely to be relevant because they focus either on sensory pathways or brain structure and function rather than motor neurons.",A,False
d2fcdf819ff30c5ea685a1bf6a1b9b4b1fe1455f20bb2147f387cc8c98daf92b,A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?,no rationale,5,A,It can reduce the number of relapses and the appearance of new lesions on MRI,It can cure one-third of patients,It improves survival,It improves patients’ symptoms and has no significant side effects,It reduces relapse rate by 50%,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 26-year-old woman presents for follow-up of her multiple sclerosis. She has had two separate episodes of optic neuritis and has noticed stutteringly progressive weakness in her lower extremities. She has a mild neurogenic bladder. MRI scanning reveals several plaques in the periventricular white matter and several other plaques in the brainstem. Which of the following best summarizes the role of interferon β for this disease?
###Options:
A.  It can reduce the number of relapses and the appearance of new lesions on MRI
B.  It can cure one-third of patients
C.  It improves survival
D.  It improves patients’ symptoms and has no significant side effects
E.  It reduces relapse rate by 50%

###Answer:","A. It can reduce the number of relapses and the appearance of new lesions on MRI

**Rationale:** Interferon β is a disease-modifying therapy used in the management of multiple sclerosis (MS). It is not a cure for the disease, nor does it necessarily improve survival or all symptomatic expressions of the disease, but it is known to reduce the frequency of relapses and the development of new lesions as detected by MRI. It does not completely eliminate the risk of relapses or lesions, but its effects can be significant in managing disease progression. The statement that it reduces relapse rate by 50% is not entirely accurate as individual responses can vary, making option A the most accurate summary of its role.",A,True
1e0ab7dc47694ee5052dabb679bb1a1e62b13f705eec96f47b84109363e8a2d4,"The following scores are used in the assessment of stroke except?
",no rationale,5,E,NIHSS score,Stroke disability score,ASCO D,ICH score,ABCD2 score,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: The following scores are used in the assessment of stroke except?

###Options:
A.  NIHSS score
B.  Stroke disability score
C.  ASCO D
D.  ICH score
E.  ABCD2 score

###Answer:","B. Stroke disability score

**Rationale:** The NIHSS score (National Institutes of Health Stroke Scale) is used to evaluate the severity of a stroke. The ASCO D classification system is used in stroke to describe the etiology of a stroke. The ICH score is used to assess the severity and prognosis of intracerebral hemorrhage, which is a type of stroke. The ABCD2 score is used to predict the risk of stroke following a transient ischemic attack (TIA). However, “Stroke disability score” is not a recognized or commonly used standardized scoring system for the assessment of stroke within the clinical settings.",B,False
32d3b95c49c4bc21a1a0abe7b4b3b2bb19cccef95b994c436aa8f1ae7a071ac5,in a patient with AIDS chorioretinits is typically caused by:,no rationale,5,A,cytomegalovirus,toxoplasma gondii,cryptococcus neoformans,Histoplasma capsulatum,none of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: in a patient with AIDS chorioretinits is typically caused by:
###Options:
A.  cytomegalovirus
B.  toxoplasma gondii
C.  cryptococcus neoformans
D.  Histoplasma capsulatum
E.  none of the above

###Answer:","A. cytomegalovirus

Rationale: In patients with AIDS, chorioretinitis is most commonly caused by cytomegalovirus (CMV). CMV is an opportunistic viral infection that occurs in immunocompromised individuals, such as those with advanced HIV infection or AIDS. It commonly affects the retina, leading to chorioretinitis, which can cause visual disturbances or even blindness if not treated. While Toxoplasma gondii can also cause retinal infections, it more commonly presents as toxoplasmic encephalitis in patients with AIDS.",A,True
c34d26a1d39c5fa0bbe86d5996d7b876258eb5237d42f1f2dc27ab85297c7301,"A 30-year-old male complains of leg weakness and paresthesias of the arm and leg. Five years previously he had an episode of transient visual loss. On physical exam, there is hyperreflexia, bilateral Babinski signs, and cerebellar dysmetria with poor finger-to-nose movement. When the patient is asked to look to the right, the left eye does not move normally past the midline. Nystagmus is noted in the abducting eye. A more detailed history suggests the patient has had several episodes of gait difficulty that have resolved spontaneously. He appears to be stable between these episodes. He has no systemic symptoms of fever or weight loss. Which of the following is the most appropriate next test to order?
",no rationale,5,B,Lumbar puncture,MRI,Quantitative IgG levels,Oligoclonal banding,X-ray,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 30-year-old male complains of leg weakness and paresthesias of the arm and leg. Five years previously he had an episode of transient visual loss. On physical exam, there is hyperreflexia, bilateral Babinski signs, and cerebellar dysmetria with poor finger-to-nose movement. When the patient is asked to look to the right, the left eye does not move normally past the midline. Nystagmus is noted in the abducting eye. A more detailed history suggests the patient has had several episodes of gait difficulty that have resolved spontaneously. He appears to be stable between these episodes. He has no systemic symptoms of fever or weight loss. Which of the following is the most appropriate next test to order?

###Options:
A.  Lumbar puncture
B.  MRI
C.  Quantitative IgG levels
D.  Oligoclonal banding
E.  X-ray

###Answer:","Answer: B

Rationale: The clinical presentation in this case is highly suggestive of multiple sclerosis (MS), which is characterized by episodes of neurological symptoms that remit and exacerbate. Symptoms such as leg weakness, paresthesias, transient visual loss, hyperreflexia, bilateral Babinski signs, cerebellar symptoms, and nystagmus are consistent with this diagnosis. The most appropriate next test to confirm multiple sclerosis is an MRI, particularly of the brain and spinal cord, as it can identify typical lesions or plaques caused by demyelination. An MRI is a non-invasive and highly sensitive imaging modality that can reveal these changes, supporting the clinical suspicion of MS. While a lumbar puncture for oligoclonal banding (answer A or D) could also support a diagnosis, MRI is typically the first diagnostic tool employed to visualize and assess the extent of CNS involvement.",A,False
75d6cbf234d02f0adc0c9f6db937f99d49c2d3079a7da8933b05b01d51a28046,Acetazolamide lowers intraocular Pressure by,no rationale,5,A,Decreased aqueous production,Increased aqueous drainage,Lowering episcleral venous pressure,all of the above,none of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: Acetazolamide lowers intraocular Pressure by
###Options:
A.  Decreased aqueous production
B.  Increased aqueous drainage
C.  Lowering episcleral venous pressure
D.  all of the above
E.  none of the above

###Answer:","A

Rationale: 
Acetazolamide is a carbonic anhydrase inhibitor that lowers intraocular pressure primarily by decreasing the production of aqueous humor in the eye. By inhibiting the enzyme carbonic anhydrase, acetazolamide reduces the formation of bicarbonate ions, which in turn reduces fluid transport into the eye, resulting in decreased aqueous humor production and thus lower intraocular pressure. This mechanism makes Option A the correct answer. Options B and C are incorrect as they do not describe the primary action of acetazolamide, and Option D suggests all options are correct, which is not the case.",A,True
3c08756b8f60694dfc839923a8f696fb986f5eb99783b8da776429b64ed236d5,A 38-year-old woman is brought to the emergency room by her family. They know that she has recently been in a psychiatric hospital but do not know the diagnosis or her medications. She has been vomiting and taking little by mouth over the past few days. The woman is ataxic and confused. She has a coarse tremor that is more prominent with movement. A moderate-sized diffuse goiter is present. Which of the following treatments is most likely to be beneficial?,no rationale,5,B,Gastric lavage and charcoal,Intravenous saline,Intravenous potassium,Parenteral haloperidol,Decomtamination,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 38-year-old woman is brought to the emergency room by her family. They know that she has recently been in a psychiatric hospital but do not know the diagnosis or her medications. She has been vomiting and taking little by mouth over the past few days. The woman is ataxic and confused. She has a coarse tremor that is more prominent with movement. A moderate-sized diffuse goiter is present. Which of the following treatments is most likely to be beneficial?
###Options:
A.  Gastric lavage and charcoal
B.  Intravenous saline
C.  Intravenous potassium
D.  Parenteral haloperidol
E.  Decomtamination

###Answer:","B. Intravenous saline

Rationale: The patient's symptoms, such as ataxia, confusion, tremor, and goiter, along with the background of recently being in a psychiatric hospital, suggest lithium toxicity, often seen in patients with bipolar disorder who are on lithium therapy. Lithium toxicity can be exacerbated by dehydration, and the first line of treatment in such scenarios is rehydration with intravenous saline to help return kidney function to normal and enhance the excretion of lithium. Other interventions, like gastric lavage and charcoal, are not effective since lithium is not well adsorbed by charcoal and might have been absorbed already. Intravenous potassium is used when there is hypokalemia, not specifically in lithium toxicity. Parenteral haloperidol and decontamination are inappropriate in this context.",B,True
a0a4a1fb2e66d715fa08c532737fd865e4edef04cc39a1a71628c912e0bf655d,papilloedema leads to,no rationale,5,B,Rapid dterioration of vision,Amaurosis fugax,Pain on eye movements,early loss of colour vision,all of the above,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: papilloedema leads to
###Options:
A.  Rapid dterioration of vision
B.  Amaurosis fugax
C.  Pain on eye movements
D.  early loss of colour vision
E.  all of the above

###Answer:","A. Rapid deterioration of vision

Rationale: Papilloedema refers to the swelling of the optic disc due to increased intracranial pressure. While it might not immediately cause acute symptoms within the eye itself, persistent and untreated papilloedema can lead to progressive vision loss due to the potential damage to the optic nerve. This process can eventually lead to rapid deterioration of vision if the underlying cause isn't addressed. The other options, such as amaurosis fugax, pain on eye movements, and early loss of colour vision, are more characteristic of other types of eye conditions rather than papilloedema.",A,False
c892b3216db64b2699cd88c69d9c11c7c3bd723033e39638858173b3d4302830,"A 70-year-old male complains of the sudden onset of syncope. It occurs without warning and with no sweating, dizziness, or lightheadedness. He believes episodes tend to occur when he turns his head too quickly or sometimes when he is shaving. The best way to make a definitive diagnosis in this patient is which of the following?",no rationale,5,B,ECG,Carotid massage with ECG monitoring,Holter monitor,Electrophysiologic studies to evaluate the AV node,Echocardiogram,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

Here are some examples and then answer the last question:

Question: Which of the following conditions is characterized by chronic inflammation of the joints?
A) Osteoarthritis  
B) Rheumatoid arthritis  
C) Gout  
D) Lupus  
E) Fibromyalgia  
###Answer: B

Question: What is the primary function of the kidneys?  
A) Producing digestive enzymes  
B) Filtering waste from the blood  
C) Regulating blood sugar levels  
D) Producing red blood cells  
###Answer: B

Question: Can viral infections be treated with antibiotics?  
A) Yes  
B) No  
###Answer: B



###Question: A 70-year-old male complains of the sudden onset of syncope. It occurs without warning and with no sweating, dizziness, or lightheadedness. He believes episodes tend to occur when he turns his head too quickly or sometimes when he is shaving. The best way to make a definitive diagnosis in this patient is which of the following?
###Options:
A.  ECG
B.  Carotid massage with ECG monitoring
C.  Holter monitor
D.  Electrophysiologic studies to evaluate the AV node
E.  Echocardiogram

###Answer:","B. Carotid massage with ECG monitoring

 Rationale:
The patient's symptoms are suggestive of carotid sinus hypersensitivity (CSH), which is a condition where pressure on the carotid sinus, such as during head turning or shaving, can lead to sudden syncope. When the carotid sinus is hypersensitive, slight mechanical stimulation can cause a significant drop in heart rate or blood pressure, leading to syncope. The way to definitively diagnose carotid sinus hypersensitivity is through carotid sinus massage while monitoring the ECG. This test can reproduce the syncope under controlled conditions and demonstrate characteristic changes on the ECG, such as sinus arrest or AV block, confirming the diagnosis.",B,True
