sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
77ba68301a145d635203af65d193315157abc411b17a675e868660a031f4d91a,"A 45yr old man presented with 1-month history of dysphagia affecting both solids and liquids, which started same time. There is associated history of heart burn.
         What is the diagnosis?
",no rationale,4,A,Achalasia,Oesophageal ca,Pharyngeal pouch,Gastric ca,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 45yr old man presented with 1-month history of dysphagia affecting both solids and liquids, which started same time. There is associated history of heart burn.
         What is the diagnosis?

###Options:
A.  Achalasia
B.  Oesophageal ca
C.  Pharyngeal pouch
D.  Gastric ca

###Answer:","###Answer: A. Achalasia

###Rationale: 
The symptom profile described in the question strongly suggests achalasia. Achalasia is characterized by difficulty swallowing (dysphagia) that affects both solids and liquids simultaneously, which is unlike mechanical obstructions that typically first impact solids. The simultaneous onset of dysphagia for solids and liquids indicates a motility disorder, where there is impaired relaxation of the lower esophageal sphincter and loss of esophageal peristalsis.

While heartburn is more commonly associated with gastroesophageal reflux disease (GERD), it can also occur in achalasia due to food stasis and retained material in the esophagus, potentially leading to inflammation and heartburn symptoms.

Oesophageal cancer (Option B) often presents with progressive dysphagia starting with solids then progressing to liquids, rather than simultaneous onset for both, as typically seen in motility disorders. Pharyngeal pouch (Option C) presents with symptoms such as dysphagia, but it is usually associated with a history of regurgitation of undigested food and is less likely to present with simultaneous dysphagia for both liquids and solids. Gastric cancer (Option D) is unlikely to cause dysphagia primarily; rather, it would more commonly manifest with symptoms like weight loss, anorexia, abdominal pain, and vomiting.

Hence, the presentation in this patient aligns best with achalasia (Option A).",A,True,0.0,0.0,0.0,0.73348665,0.8469518,0.78614616
dd5ab29b08b66d7030fef9711b883de7701b4761217d2e6d6de0a3051e2cfc00,"A 64-year-old presented with symptoms and physical examination suggestive of Gastric cancer. What is the most appropriate diagnostic investigation?
",no rationale,4,C,Abdominal USS,CA 19-9,Endoscopy & biopsy,Abdominal CT Scan.,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 64-year-old presented with symptoms and physical examination suggestive of Gastric cancer. What is the most appropriate diagnostic investigation?

###Options:
A.  Abdominal USS
B.  CA 19-9
C.  Endoscopy & biopsy
D.  Abdominal CT Scan.

###Answer:","C. Endoscopy & biopsy

### Rationale:
For a patient suspected of having gastric cancer, the most appropriate and definitive diagnostic investigation is an upper gastrointestinal endoscopy combined with a biopsy. Endoscopy allows direct visualization of the gastric mucosa, enabling the identification of any suspicious lesions. A biopsy taken during endoscopy permits histological examination, which is crucial for confirming the presence of malignancy and aiding in the diagnosis of gastric cancer. While imaging techniques like an abdominal CT scan can help in staging the disease and assessing its spread, they are not definitive for diagnosing gastric cancer because they cannot provide tissue samples. Abdominal ultrasonography (USS) is less sensitive for detecting gastric lesions. The tumor marker CA 19-9 is useful in some cancers but not specific or sensitive enough for diagnosing gastric cancer.",C,True,0.0,0.0,0.0,0.7568614,0.8762804,0.8122049
fef06723d1e02fbf9e578994c536b984cab24d59216446e76db7b8035fbaed70,"The following are associated with Coeliac disease except one;

",no rationale,4,C,Dermatitis herpetiformis,T1DM,Renal cell carcinoma,Autoimmune Hepatitis,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: The following are associated with Coeliac disease except one;


###Options:
A.  Dermatitis herpetiformis
B.  T1DM
C.  Renal cell carcinoma
D.  Autoimmune Hepatitis

###Answer:","C. Renal cell carcinoma

### Rationale:
Coeliac disease is an autoimmune condition that primarily affects the small intestine, triggered by the ingestion of gluten. It is associated with several other autoimmune conditions due to common genetic predispositions. The options listed include conditions associated with or linked to Coeliac disease:

- **A. Dermatitis herpetiformis**: This is a skin manifestation directly associated with Coeliac disease. It presents with a blistering rash that is intensely itchy, and the presence of this rash is considered a cutaneous marker for the disease.

- **B. T1DM (Type 1 Diabetes Mellitus)**: This is another autoimmune condition that commonly co-occurs with Coeliac disease due to shared genetic risk factors, particularly in patients with the HLA-DQ2 or HLA-DQ8 haplotypes.

- **D. Autoimmune Hepatitis**: This is a liver disorder that is also associated with several other autoimmune conditions, including Coeliac disease.

- **C. Renal cell carcinoma**: This is a type of kidney cancer and is not associated with Coeliac disease. There is no known link between the genetic or autoimmune mechanisms of Coeliac disease and renal cell carcinoma. Thus, this is the exception among the listed options.",C,True,0.018867924158063376,0.0,0.018867924158063376,0.7372174,0.8680255,0.79729176
8769964124a53d28bb0a92fce22a541176544e8d7d77e6cc41cc3bfbc8664eae,"Spondyloarthritis include the following except ------
",no rationale,4,B,Ankylosing spondylitis,Enterohepatic arthritis,Juvenile enthesitis-related arthritis,Psoriatic arthritis,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Spondyloarthritis include the following except ------

###Options:
A.  Ankylosing spondylitis
B.  Enterohepatic arthritis
C.  Juvenile enthesitis-related arthritis
D.  Psoriatic arthritis

###Answer:","B. Enterohepatic arthritis

**Rationale:** Spondyloarthritis is a group of inflammatory rheumatic diseases that primarily affect the spine and, in some cases, the joints of the arms and legs. The conditions within this group include Ankylosing Spondylitis (A), Psoriatic Arthritis (D), and Juvenile Enthesitis-related Arthritis (C). These diseases often share certain features such as inflammation of the sites where ligaments and tendons attach to bones (enthesitis), an association with HLA-B27, and a potential involvement of the eyes, skin, and intestines.

""Enterohepatic arthritis"" is not a recognized category of spondyloarthritis. It seems to be a misleading term possibly intended to confuse with conditions like ""enteropathic arthritis,"" which can occur with inflammatory bowel diseases such as Crohn's disease and ulcerative colitis, but it is not a standard category under spondyloarthritis itself. Therefore, option B is the correct choice as the exception in this list.",B,True,0.0,0.0,0.0,0.7333254,0.8533912,0.7888156
72977ac01aa719b7ca4e89467a8d7d4a5fd275227093eafda8b7c6b2ef8dc32a,"Pick the wrong statement about gout and hyperuricaemia ---------
",no rationale,4,D,The first stage of the condition is usually asymptomatic hyperuricaemia,First attack usually occur in the podagra,"In the later stages of untreated disease, acute attacks are more often polyarticular",Tophi are usually painful,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Pick the wrong statement about gout and hyperuricaemia ---------

###Options:
A.  The first stage of the condition is usually asymptomatic hyperuricaemia
B.  First attack usually occur in the podagra
C.  In the later stages of untreated disease, acute attacks are more often polyarticular
D.  Tophi are usually painful

###Answer:","D. Tophi are usually painful

**Rationale:** 

- **Option A** states that the first stage of gout is usually asymptomatic hyperuricaemia, which is accurate. Many individuals with elevated uric acid levels do not exhibit symptoms initially.
  
- **Option B** indicates that the first attack usually occurs as podagra, referring to the painful inflammation of the big toe, which is the most common initial manifestation of gout.

- **Option C** notes that in the later stages, if the disease is untreated, acute attacks can become polyarticular, which is indeed true as the condition progresses.

- **Option D** states that tophi are usually painful, which is incorrect. Tophi are deposits of urate crystals that can develop in chronic gout, but they are typically not painful unless they cause mechanical irritation or become infected.",D,True,0.0,0.0,0.0,0.76012546,0.84309924,0.79946524
9ddff7ff7ea39ee4b202f2c5288096ecdaa803c81c890f0d652836d242cce4fa,"About adult-onset Still’s disease, choose the wrong option ---
",no rationale,4,D,Is an auto-inflammatory disease,Typically affects 16–35-year-olds,"Presents with arthralgia, pyrexia and  fatigue",Lymphadenopathy is rare,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: About adult-onset Still’s disease, choose the wrong option ---

###Options:
A.  Is an auto-inflammatory disease
B.  Typically affects 16–35-year-olds
C.  Presents with arthralgia, pyrexia and  fatigue
D.  Lymphadenopathy is rare

###Answer:","D. Lymphadenopathy is rare

###Rationale:
Adult-onset Still's disease (AOSD) is indeed recognized as an auto-inflammatory condition (Option A) and primarily affects young adults typically between the ages of 16 and 35 (Option B). The characteristic clinical features include high spiking fever (pyrexia), arthralgia, and fatigue (Option C). However, lymphadenopathy is not rare in AOSD; it is a common manifestation of the disease. Patients frequently present with enlarged lymph nodes, which can sometimes be mistaken for other conditions such as lymphoma. Therefore, Option D is incorrect as lymphadenopathy is a prevalent finding in AOSD.",D,True,0.0,0.0,0.0,0.75421375,0.8607379,0.8039626
7b5e65f4082cc352dc112a10f9752daa17e432b90513f2097ba48cf2343d9827,"Concerning scleroderma renal crisis, which option is wrong -
",no rationale,4,B,This may manifest as an acute or sub-acute hypertensive crisis,Usually occurs after 10 years after diagnosis of diffuse scleroderma,An abrupt increase in BP >150/85 and new renal insufficiency are consistent with this diagnosis,ACE inhibitors are the cornerstone of management of renal crisis.,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Concerning scleroderma renal crisis, which option is wrong -

###Options:
A.  This may manifest as an acute or sub-acute hypertensive crisis
B.  Usually occurs after 10 years after diagnosis of diffuse scleroderma
C.  An abrupt increase in BP >150/85 and new renal insufficiency are consistent with this diagnosis
D.  ACE inhibitors are the cornerstone of management of renal crisis.

###Answer:","B.  Usually occurs after 10 years after diagnosis of diffuse scleroderma

**Rationale:** 

Scleroderma renal crisis (SRC) is a serious complication of scleroderma, typically associated with diffuse cutaneous systemic sclerosis. It is characterized by acute onset of hypertension and rapidly progressing renal failure. The statement that it ""usually occurs after 10 years after diagnosis of diffuse scleroderma"" is incorrect. In reality, SRC usually occurs early in the course of the disease, often within the first five years of diagnosis, and particularly in the first 1-2 years. 

Option A is correct because SRC can manifest as an acute or sub-acute hypertensive crisis. Option C is consistent with SRC as it involves an abrupt increase in blood pressure and new renal insufficiency. Option D is accurate because ACE inhibitors, such as captopril, are indeed the cornerstone of management in scleroderma renal crisis, and their early use can significantly improve renal outcomes.",B,True,0.0,0.0,0.0,0.74451977,0.84966373,0.7936244
3ce3ea83d75f1556801cc98267bf766d8da5beffb7f5c74887e146b89f19fd83,"Concerning biologics, choose the wrong answer ---
",no rationale,4,D,TNF-α is a potent pro-inflammatory cytokine,Infliximab is a chimeric human–murine anti-TNFα monoclonal antibody,Etanercept is a recombinant human TNF receptor fusion protein,Infliximab is administered by intramuscular injection,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Concerning biologics, choose the wrong answer ---

###Options:
A.  TNF-α is a potent pro-inflammatory cytokine
B.  Infliximab is a chimeric human–murine anti-TNFα monoclonal antibody
C.  Etanercept is a recombinant human TNF receptor fusion protein
D.  Infliximab is administered by intramuscular injection

###Answer:","D. Infliximab is administered by intramuscular injection

**Rationale:** 
Infliximab is a chimeric human-murine monoclonal antibody against TNF-α, which is indeed used in the clinical setting for various inflammatory conditions, such as rheumatoid arthritis and Crohn's disease. However, it is administered intravenously, not by intramuscular injection. Options A, B, and C are correct descriptions of the biologics and their functions. Therefore, option D is the incorrect statement concerning biologics.",D,True,0.0,0.0,0.0,0.74842876,0.85132766,0.7965689
3ac847331f71e9e4316ac93e13d0b706e7f0ecd511810a8637a3f5e7f70194f6,"Choose the correct answer concerning joint infection 
",no rationale,4,A,Septic arthritis caused by a pyogenic bacterium is a medical emergency,Most cases are due to enteric infection,Joints damaged by chronic arthritis and not prosthetic joints are at increased risk of infection,"Transient non-infectious synovitis, particularly of the hip, is very uncommon in children",,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Choose the correct answer concerning joint infection 

###Options:
A.  Septic arthritis caused by a pyogenic bacterium is a medical emergency
B.  Most cases are due to enteric infection
C.  Joints damaged by chronic arthritis and not prosthetic joints are at increased risk of infection
D.  Transient non-infectious synovitis, particularly of the hip, is very uncommon in children

###Answer:","A. Septic arthritis caused by a pyogenic bacterium is a medical emergency

### Rationale:
Septic arthritis, especially when caused by pyogenic (pus-producing) bacteria, is considered a medical emergency. This condition can lead to rapid joint destruction and sepsis if not treated promptly. It requires immediate medical attention, usually involving aspiration of the joint and administration of intravenous antibiotics to prevent long-term damage. 
Regarding the other options:
- Option B is incorrect as most joint infections are not primarily due to enteric pathogens. While enteric bacteria can cause joint infections, especially in cases of immunocompromise and certain conditions, they are not the most common causative organisms in septic arthritis.
- Option C is incorrect because while joints damaged by chronic arthritis are indeed at risk of infection, prosthetic joints are also significantly at risk, often more so, and require prompt evaluation.
- Option D is incorrect because transient non-infectious synovitis, especially of the hip, is relatively common in children, particularly following a viral infection or minor trauma. It usually resolves on its own without causing lasting issues.",A,True,0.0,0.0,0.0,0.75106966,0.8642094,0.8036772
b610fede95c75467fa91294a2b20ceb3fbef27f374943ba1fcf7813f6ab9006a,"Choose the correct statement about Marfan Syndrome
",no rationale,4,D,The Marfan syndrome is autosomal recessive in inheritance,It is associated with mutation of fibrillin 1 and 4.,The causative gene for  fibrillin 1 defects has been localized to chromosome 15q26,It is an example of heritable connective tissue disease,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Choose the correct statement about Marfan Syndrome

###Options:
A.  The Marfan syndrome is autosomal recessive in inheritance
B.  It is associated with mutation of fibrillin 1 and 4.
C.  The causative gene for  fibrillin 1 defects has been localized to chromosome 15q26
D.  It is an example of heritable connective tissue disease

###Answer:","D. It is an example of heritable connective tissue disease

###Rationale:
Marfan Syndrome is a genetic disorder that affects the body's connective tissue, and it is indeed an example of a heritable connective tissue disease, making option D the correct answer. 

- Option A is incorrect because Marfan Syndrome is inherited in an autosomal dominant manner, not autosomal recessive.
- Option B is incorrect as Marfan Syndrome is primarily associated with mutations in the fibrillin-1 (FBN1) gene, not fibrillin 1 and 4.
- Option C is incorrect because the causative gene for fibrillin 1 defects in Marfan Syndrome is localized to chromosome 15q21.1, not 15q26.

Therefore, the most accurate statement about Marfan Syndrome is option D.",D,True,0.0,0.0,0.0,0.74475133,0.850575,0.79415333
96a8fd8e618fd3c09bec661fbed7c38f4e9a1c42d4cde123239781f254de2d34,"All are true about vasculitis except one 
",no rationale,4,D,Systemic vasculitis should be considered in the differential diagnosis of all patients presenting with multi - system illness,Cytoplasmic anti - neutrophil cytoplasmic antibodies (cANCA) with proteinase 3 antibodies are associated with Wegener ’ s granulomatosis,Urinalysis is a key investigation,Cyclophosphamide therapy should be used for induction of remission and maintenance,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: All are true about vasculitis except one 

###Options:
A.  Systemic vasculitis should be considered in the differential diagnosis of all patients presenting with multi - system illness
B.  Cytoplasmic anti - neutrophil cytoplasmic antibodies (cANCA) with proteinase 3 antibodies are associated with Wegener ’ s granulomatosis
C.  Urinalysis is a key investigation
D.  Cyclophosphamide therapy should be used for induction of remission and maintenance

###Answer:","D. Cyclophosphamide therapy should be used for induction of remission and maintenance

**Rationale:**

- **Option A:** This is true. Systemic vasculitis should indeed be considered in the differential diagnosis of all patients presenting with multi-system illness, given that vasculitis can affect various organs and systems throughout the body.
  
- **Option B:** This is true. Cytoplasmic anti-neutrophil cytoplasmic antibodies (cANCA) with proteinase 3 antibodies are associated with Granulomatosis with polyangiitis (formerly known as Wegener's granulomatosis).

- **Option C:** This is true. Urinalysis is a key investigation in patients suspected of having vasculitis, especially when kidney involvement is suspected (e.g., hematuria, proteinuria).

- **Option D:** This is false. Cyclophosphamide therapy is indeed used for the induction of remission in severe cases of systemic vasculitis; however, it is not used for maintenance therapy due to its potential long-term side effects. Less toxic agents, such as azathioprine or methotrexate, are typically recommended for maintenance therapy following the induction of remission. Therefore, option D is the exception and the correct choice for this question.",D,True,0.0,0.0,0.0,0.7329165,0.8400482,0.78283405
5cb9159fa0c1eebb5eecb63604d7be9c3c310a10a33ecd557fbe181335d531c4,"Which statement is false concerning sport injuries and exercise
",no rationale,4,B,Sports and exercise medicine addresses the prevention and management of activity - related medical complaints,Absolute rest is a must component of a structured rehabilitation programme,Pain is most frequently the cardinal symptom,"When assessing sports injuries, it is helpful to consider intrinsic and extrinsic factors",,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which statement is false concerning sport injuries and exercise

###Options:
A.  Sports and exercise medicine addresses the prevention and management of activity - related medical complaints
B.  Absolute rest is a must component of a structured rehabilitation programme
C.  Pain is most frequently the cardinal symptom
D.  When assessing sports injuries, it is helpful to consider intrinsic and extrinsic factors

###Answer:","B. Absolute rest is a must component of a structured rehabilitation programme

### Rationale:
In the management of sports injuries, while rest is an important component, the concept of ""absolute rest"" is outdated and not always beneficial. Modern sports medicine emphasizes a more balanced approach, involving relative rest and active recovery. This means keeping the injured body part as functional as possible without exacerbating the injury, and often incorporating activities that maintain fitness and mobility. Therefore, saying that ""absolute rest"" is a must is a false statement. 

The other options are true: 
- Sports and exercise medicine indeed focuses on prevention and management of activity-related medical complaints (Option A).
- Pain is often the primary symptom in sports injuries (Option C).
- Analyzing intrinsic (like biomechanics) and extrinsic factors (such as equipment and environment) is critical in assessing sports injuries (Option D).",B,True,0.0,0.0,0.0,0.7648788,0.86246365,0.81074536
02a1dd9f13dfe9f16ae6c1ffe17ab4f1ec7b60e8042d5677737a437d83e504d2,"A 45-year-old man presents with difficulty breathing, cough and is found to have stage 4 finger clubbing on physical examination. Which of the following is not a cause of finger clubbing?
",no rationale,5,C,Bronchiectasis,Mesothelioma,Chronic obstructive pulmonary disease,Cystic fibrosis,Bronchogenic carcinoma,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 45-year-old man presents with difficulty breathing, cough and is found to have stage 4 finger clubbing on physical examination. Which of the following is not a cause of finger clubbing?

###Options:
A.  Bronchiectasis
B.  Mesothelioma
C.  Chronic obstructive pulmonary disease
D.  Cystic fibrosis
E.  Bronchogenic carcinoma

###Answer:","C. Chronic obstructive pulmonary disease

### Rationale:
Finger clubbing, also known as digital clubbing, is often associated with various lung-related conditions, among other causes. While it's commonly seen in diseases such as bronchiectasis, mesothelioma, cystic fibrosis, and bronchogenic carcinoma, it is notably not associated with chronic obstructive pulmonary disease (COPD). COPD, which includes conditions such as chronic bronchitis and emphysema, typically does not cause finger clubbing. Instead, clubbing is more indicative of conditions characterized by chronic hypoxia, inflammation, or tumors affecting the lungs and pleura. Therefore, option C, chronic obstructive pulmonary disease, is the condition from the list that least commonly results in finger clubbing.",C,True,0.0,0.0,0.0,0.73650044,0.859367,0.793204
8d42924b7d62ea445e4e58650f6b621e4af09f1aa3f54bf2a2cf489588eb1dca,"What is the most likely diagnosis in a 40-year-old female who has never smoked suspected to have lung cancer?

",no rationale,5,D,Squamous cell carcinoma,Bronchial carcinoid,Small cell carcinoma,Adenocarcinoma,Mesothelioma,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: What is the most likely diagnosis in a 40-year-old female who has never smoked suspected to have lung cancer?


###Options:
A.  Squamous cell carcinoma
B.  Bronchial carcinoid
C.  Small cell carcinoma
D.  Adenocarcinoma
E.  Mesothelioma

###Answer:","###Answer: D. Adenocarcinoma

###Rationale:
In non-smokers, particularly women, adenocarcinoma is the most common type of lung cancer. While smoking is a primary risk factor for many types of lung cancer, adenocarcinoma is often found in non-smokers as well as smokers. It usually occurs in the peripheral areas of the lung and is associated with certain genetic mutations, such as EGFR mutations, which are more prevalent in non-smokers. The other options, such as squamous cell carcinoma and small cell carcinoma, are more strongly associated with smoking. Bronchial carcinoid is a possibility in non-smokers, but it is less common compared to adenocarcinoma. Mesothelioma is primarily associated with asbestos exposure rather than smoking or non-smoking status. Therefore, in a 40-year-old female non-smoker suspected of having lung cancer, adenocarcinoma is the most likely diagnosis.",D,True,0.0,0.0,0.0,0.73770857,0.8565941,0.79271877
e23937af1c9ed9d9e191313a520eef15efb13453a86f1e10da7c922ba394eec2,"24 year old man presented with sudden onset shortness of breath while watching television. Examination of the chest showed reduced expansion on the left with hyper-resonant percussion notes and reduced breath sounds on the same side. What is the most likely diagnosis consistent with the chest findings on the left?
",no rationale,5,E,Pneumonia,Atelectasis,Upper airway obstruction,Pulmonary fibrosis,Pneumothorax,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 24 year old man presented with sudden onset shortness of breath while watching television. Examination of the chest showed reduced expansion on the left with hyper-resonant percussion notes and reduced breath sounds on the same side. What is the most likely diagnosis consistent with the chest findings on the left?

###Options:
A.  Pneumonia
B.  Atelectasis
C.  Upper airway obstruction
D.  Pulmonary fibrosis
E.  Pneumothorax

###Answer:","E. Pneumothorax

### Rationale:
The clinical presentation and physical examination findings are characteristic of a pneumothorax. A pneumothorax occurs when air enters the pleural space, causing the lung to collapse. The sudden onset of shortness of breath while at rest, such as watching television, is a classic presentation for a spontaneous pneumothorax, which is most common in young adults, especially tall, thin males. 

Exam findings typically include unilateral reduced chest expansion, a hyper-resonant percussion note, and reduced breath sounds on the affected side, all of which are noted in the left side of this patient's chest. 

In contrast:
- Pneumonia (Option A) would present with dull percussion notes and increased breath sounds, possibly with rales or crackles.
- Atelectasis (Option B) generally manifests with dullness to percussion and decreased breath sounds but does not match the hyper-resonance observed here.
- Upper airway obstruction (Option C) would affect breathing sounds bilaterally and is generally associated with stridor.
- Pulmonary fibrosis (Option D) is a chronic condition that would be associated with reduced lung volumes and a restrictive pattern, often with fine bilateral basal crackles (""Velcro"" crackles), not hyper-resonance.

Therefore, the most likely diagnosis based on the presentation and examination findings is pneumothorax.",E,True,0.0,0.0,0.0,0.74326456,0.8669393,0.8003524
5edbc7eccfdd29a9cf41ae8e927cdd7126cecd9464e2689d5d2e1de1f69a8d70,"About glucocorticoid induced osteoporosis, choose the wrong option 
",no rationale,4,D,Bone loss is most pronounced in the first few months of use,Fractures occur at higher bone mineral density values than occur in postmenopausal osteoporosis,The glucocorticoid dose and the duration of therapy should be as low as possible to prevent osteoporosis,Glucocorticoids induce positive calcium balance by decreasing intestinal calcium absorption and increasing urinary calcium excretion,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: About glucocorticoid induced osteoporosis, choose the wrong option 

###Options:
A.  Bone loss is most pronounced in the first few months of use
B.  Fractures occur at higher bone mineral density values than occur in postmenopausal osteoporosis
C.  The glucocorticoid dose and the duration of therapy should be as low as possible to prevent osteoporosis
D.  Glucocorticoids induce positive calcium balance by decreasing intestinal calcium absorption and increasing urinary calcium excretion

###Answer:","D. Glucocorticoids induce positive calcium balance by decreasing intestinal calcium absorption and increasing urinary calcium excretion

**Rationale:** The statement in option D is incorrect. Glucocorticoids actually induce a *negative* calcium balance. They decrease intestinal calcium absorption and increase urinary calcium excretion, which contributes to the development of osteoporosis. This negative calcium balance is a key factor in glucocorticoid-induced osteoporosis, as it leads to reduced calcium availability for bone formation and remodeling. The other options accurately describe typical characteristics of glucocorticoid-induced osteoporosis such as rapid bone loss initially, fractures occurring at higher bone mineral density values, and the importance of minimizing the dose and duration of glucocorticoid therapy to prevent osteoporosis.",D,True,0.0,0.0,0.0,0.7460793,0.8510603,0.7951195
